row_id,good_bad_flag,Pct_Ontime,Sum(churn_flag),Max(loannumber),Max(durationforapproval),bank_name_clients,Max(AgeAtTimeofLoan),Mean(AgeAtTimeofLoan),employment_status_clients_reference_only,employment_status_clients_recode,bank_account_type_reference_only,bank_account_recode,Sum(referral_recode),Mean(loannumber),Sum(loannumber),Sum(durationforapproval),Mean(durationforapproval),Max(Interestrate),Mean(Interestrate),Sum(Interestrate),Max(referral_recode),Mean(referral_recode),Max(churn_flag),Mean(churn_flag),Sum(AgeAtTimeofLoan),systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,birthdate,longitude_gps,latitude_gps,bank_branch_clients,level_of_education_clients,Validation,customerid,customerid of PerfDemoCombined_train,referredby
2109,Bad,20,1,5,1.81,EcoBank,27,26.9,Permanent,Permanent,Savings,Savings,0,3,15,5.836666667,1.167333333,365,365,1825,0,0,1,0.2,135,301983430,5,13:57.0,13:50.0,10000,11500,15,00:00.0,5.3967037,13.9882975,,Secondary,Training,8a8589a453bc422d0153c7d352751565,8a8589a453bc422d0153c7d352751565,
2110,Good,40,2,5,1.004166667,GT Bank,32,31.4,Permanent,Permanent,Savings,Savings,0,3,15,5.011944444,1.002388889,365,346.75,1733.75,0,0,1,0.4,157,301967695,5,15:21.0,15:06.0,15000,18375,30,00:00.0,3.8785923,7.3473001,,,Training,8a8589a453d0b8850153dae4ffc66b8d,8a8589a453d0b8850153dae4ffc66b8d,
2111,Good,60,3,5,1.006388889,GT Bank,40,40.1,Permanent,Permanent,Savings,Savings,3,4,12,3.010555556,1.003518519,365,243.3333333,730,1,1,1,1,120,301993240,5,05:59.0,05:52.0,10000,10750,15,00:00.0,4.5234217,7.7579379,ABULE EGBA,Graduate,Test,8a8589b953bc23f70153ccc3fd3519c7,8a8589b953bc23f70153ccc3fd3519c7,8a858f995bcdb303015bcdb8f52f0478
2112,Bad,20,1,5,1.002777778,Diamond Bank,28,27.5,Permanent,Permanent,Savings,Savings,0,3,15,5.011111111,1.002222222,365,365,1825,0,0,1,0.2,137,301964530,5,19:41.0,19:31.0,10000,13000,30,00:00.0,7.8961217,8.84535,,,Training,8a8589f853f100fb0153f5489e6f355a,8a8589f853f100fb0153f5489e6f355a,
2113,Good,80,4,5,8.72,GT Bank,29,28.9,Permanent,Permanent,Savings,Savings,0,3,15,12.74444444,2.548888889,365,273.75,1368.75,0,0,1,0.8,145,301971707,5,44:08.0,44:01.0,30000,34500,30,00:00.0,3.3258281,6.4892898,,,Training,8a85884e548fad6501549b2ac62a44c6,8a85884e548fad6501549b2ac62a44c6,
2114,Good,80,4,5,1.004444444,Access Bank,41,40.6,Permanent,Permanent,Other,Other,0,3,15,5.014166667,1.002833333,365,322.4166667,1612.083333,0,0,1,0.8,203,301969095,5,08:57.0,08:46.0,20000,24500,30,00:00.0,7.353145,9.1513033,,,Validation,8a85893d53f104eb015409e83f5b166a,8a85893d53f104eb015409e83f5b166a,
2115,Good,80,4,5,1.006388889,Diamond Bank,26,25.6,Permanent,Permanent,Other,Other,0,3,15,5.014444444,1.002888889,365,346.75,1733.75,0,0,1,0.8,128,301996404,5,21:43.0,21:35.0,10000,11125,15,00:00.0,6.7654346,6.1125823,,,Training,8a85882653e2eb990153e7a9eda325a7,8a85882653e2eb990153e7a9eda325a7,
2116,Good,60,3,5,1.019166667,Standard Chartered,32,31,Permanent,Permanent,Savings,Savings,0,3,15,5.026388889,1.005277778,365,310.25,1551.25,0,0,1,0.6,155,301977759,5,26:34.0,26:26.0,30000,39000,60,00:00.0,3.4136511,6.6957702,,,Training,8a85890253e2f1180153e631a46d1051,8a85890253e2f1180153e631a46d1051,
2117,Good,40,2,5,1.008055556,Stanbic IBTC,29,28.5,Permanent,Permanent,Savings,Savings,0,3,15,5.015277778,1.003055556,365,292,1460,0,0,1,0.4,142,301974587,5,19:22.0,19:16.0,20000,24500,30,00:00.0,3.8556429,7.3372191,,,Validation,8a85896653f0fed201540f40a3a45c14,8a85896653f0fed201540f40a3a45c14,
2118,Good,100,5,5,1.003888889,Diamond Bank,32,31.8,Permanent,Permanent,Savings,Savings,0,3,15,5.010277778,1.002055556,365,273.75,1368.75,0,0,1,1,159,301966504,5,01:43.0,01:37.0,25000,28750,30,00:00.0,3.2902753,6.6207446,,,Validation,8a8589045384bd8301539e7e9cd27c7c,8a8589045384bd8301539e7e9cd27c7c,
2119,Good,66.66666667,4,6,1.002777778,Access Bank,39,38.5,Permanent,Permanent,Other,Other,0,4,20,5.011111111,1.002222222,365,310.25,1551.25,0,0,1,0.8,193,301975908,6,45:07.0,45:00.0,10000,11500,30,00:00.0,3.4062008,6.4437583,,Post-Graduate,Test,8a76e7d443e6e97c0143ed0a1f4d5331,8a76e7d443e6e97c0143ed0a1f4d5331,
2120,Good,100,6,6,1.003333333,Skye Bank,33,33,,Unknown,Savings,Savings,0,3.5,21,6.013888889,1.002314815,365,266.6527778,1599.916667,0,0,1,1,198,301993197,6,50:02.0,49:50.0,30000,34500,30,00:00.0,3.2623567,6.43968,,,Test,8a858e0d59b23c720159b3a2d9a054bb,8a858e0d59b23c720159b3a2d9a054bb,
2121,Good,33.33333333,2,6,1.018611111,Fidelity Bank,28,27.5,Permanent,Permanent,Other,Other,0,3.5,21,6.030833333,1.005138889,365,281.8611111,1691.166667,0,0,1,0.333333333,165,302000874,6,07:35.0,07:27.0,10000,11500,30,00:00.0,7.4572617,9.005805,,,Test,8a858e0156b782a10156b8e131824d39,8a858e0156b782a10156b8e131824d39,
2122,Bad,66.66666667,4,6,1.019166667,GT Bank,33,32.6,Self-Employed,Self-Employed,Savings,Savings,0,3.5,21,6.033611111,1.005601852,365,251.4444444,1508.666667,0,0,1,0.666666667,196,301998289,6,27:07.0,25:58.0,30000,39000,60,00:00.0,4.555411667,7.493411667,,Secondary,Validation,8a858e0156b782a10156bb6e91b8089a,8a858e0156b782a10156bb6e91b8089a,
2123,Good,66.66666667,4,6,1.003611111,GT Bank,33,32.4,,Unknown,Savings,Savings,0,3.5,21,6.0125,1.002083333,365,365,2190,0,0,1,0.666666667,194,301961574,6,25:15.0,25:10.0,10000,13000,30,00:00.0,3.4204889,6.4293619,,,Training,8a858e0159f57d2c0159f981d9044ac8,8a858e0159f57d2c0159f981d9044ac8,
2124,Good,66.66666667,4,6,1.004722222,Zenith Bank,26,25.5,Permanent,Permanent,Savings,Savings,0,3.5,21,6.0175,1.002916667,365,329.5138889,1977.083333,0,0,1,0.666666667,153,301989696,6,10:15.0,10:00.0,20000,22250,15,00:00.0,3.4009933,6.4443617,,,Validation,8a858e0256b781d80156cba3c23c4467,8a858e0256b781d80156cba3c23c4467,
2125,Good,66.66666667,4,6,1.003333333,Access Bank,35,34.4,Self-Employed,Self-Employed,Other,Other,0,3.5,21,6.014722222,1.002453704,365,325.4583333,1952.75,0,0,1,0.666666667,206,301994722,6,59:38.0,59:31.0,10000,11125,15,00:00.0,7.0725051,8.9361342,,,Validation,8a858e035693e0290156a22d652127a2,8a858e035693e0290156a22d652127a2,
2126,Good,100,6,6,4.05,First Bank,34,33.8,Permanent,Permanent,Savings,Savings,0,3.5,21,9.060555556,1.510092593,365,319.375,1916.25,0,0,1,1,203,301986932,6,03:45.0,00:45.0,20000,24500,30,00:00.0,4.8048475,6.3548195,,,Training,8a858e045b495c30015b497a0e1d0e09,8a858e045b495c30015b497a0e1d0e09,
2127,Good,100,6,6,1.019722222,Diamond Bank,35,34.8,Permanent,Permanent,Savings,Savings,0,3.5,21,6.03,1.005,365,281.8611111,1691.166667,0,0,1,1,209,301984934,6,50:03.0,48:52.0,30000,34500,30,00:00.0,3.4189516,6.4276896,,,Validation,8a858e055ac84a51015ac944e21e6883,8a858e055ac84a51015ac944e21e6883,
2128,Good,50,3,6,1.018611111,Sterling Bank,30,29.8,Self-Employed,Self-Employed,Savings,Savings,0,3.5,21,6.028055556,1.004675926,365,365,2190,0,0,1,0.5,179,301994522,6,14:39.0,14:33.0,10000,13000,30,00:00.0,3.3616175,6.5331441,,,Training,8a858e1e54e2aa5a0154e7e0494068e1,8a858e1e54e2aa5a0154e7e0494068e1,
2129,Good,100,6,6,1.003888889,GT Bank,36,36.2,Permanent,Permanent,Savings,Savings,0,3.5,21,6.014722222,1.002453704,365,319.375,1916.25,0,0,1,1,217,301975979,6,33:45.0,33:38.0,20000,22250,15,00:00.0,3.083137,6.5011327,,,Test,8a858e3e5965340601596af74f562c45,8a858e3e5965340601596af74f562c45,
2130,Good,100,6,6,1.019166667,First Bank,25,24.9,Permanent,Permanent,Savings,Savings,0,3.5,21,6.031944444,1.005324074,365,319.375,1916.25,0,0,1,1,149,301973721,6,46:59.0,45:50.0,20000,24500,30,00:00.0,3.382375,6.52736,,,Validation,8a858e3f5b6182ee015b61bb07ac273d,8a858e3f5b6182ee015b61bb07ac273d,
2131,Good,50,3,6,1.018888889,GT Bank,30,29.8,Permanent,Permanent,Savings,Savings,0,3.5,21,6.032777778,1.005462963,365,314.3055556,1885.833333,0,0,1,0.5,179,301995976,6,21:47.0,21:39.0,20000,24000,30,00:00.0,3.3920645,6.5083683,,,Validation,8a858e4b5a7f868b015a80f3822d505b,8a858e4b5a7f868b015a80f3822d505b,
2132,Good,50,3,6,1.018888889,GT Bank,34,33.8,Permanent,Permanent,Savings,Savings,0,3.5,21,6.044166667,1.007361111,365,349.7916667,2098.75,0,0,1,0.5,203,301990990,6,33:31.0,33:26.0,10000,11500,15,00:00.0,8.5647352,11.9775901,,,Training,8a858e4b5a94ae68015aa0a805c10a1a,8a858e4b5a94ae68015aa0a805c10a1a,
2133,Good,16.66666667,1,6,1.018333333,GT Bank,39,38.4,Permanent,Permanent,Savings,Savings,0,3.5,21,6.028333333,1.004722222,365,365,2190,0,0,1,0.166666667,230,301977561,6,52:39.0,52:32.0,10000,11500,15,00:00.0,3.3233103,6.4636935,,,Test,8a858e4c5a715421015a7abbfbbd786f,8a858e4c5a715421015a7abbfbbd786f,
2134,Good,83.33333333,5,6,1.018888889,Diamond Bank,48,48,Permanent,Permanent,Savings,Savings,0,3.5,21,6.028611111,1.004768519,365,319.375,1916.25,0,0,1,0.833333333,288,301998541,6,59:10.0,59:03.0,20000,24500,30,00:00.0,6.7378896,6.1938305,,,Validation,8a858e4f58b9f0b40158c11270fc019f,8a858e4f58b9f0b40158c11270fc019f,
2135,Bad,66.66666667,4,6,1.018888889,Access Bank,37,36.5,Permanent,Permanent,Savings,Savings,0,3.5,21,6.029444444,1.004907407,365,312.2777778,1873.666667,0,0,1,0.666666667,219,301984426,6,37:30.0,37:23.0,20000,24500,30,00:00.0,7.9326872,5.0349671,,,Training,8a858e4f5929c3df01592ae551cb10f2,8a858e4f5929c3df01592ae551cb10f2,
2136,Bad,33.33333333,2,6,1.019722222,First Bank,40,39.9,Self-Employed,Self-Employed,Other,Other,0,3.5,21,6.0325,1.005416667,365,320.3888889,1922.333333,0,0,1,0.333333333,239,302001476,6,10:59.0,09:48.0,10000,13000,30,00:00.0,8.353798,4.9602419,,,Training,8a858e5c56f98bad0156ff01cbd504af,8a858e5c56f98bad0156ff01cbd504af,
2137,Bad,66.66666667,4,6,1.018611111,GT Bank,30,29.4,,Unknown,Savings,Savings,0,3.5,21,6.031944444,1.005324074,365,365,2190,0,0,1,0.666666667,177,301980182,6,19:25.0,19:19.0,10000,13000,30,00:00.0,3.3676478,6.6021739,,,Training,8a858e5f5a41b97f015a42210e153657,8a858e5f5a41b97f015a42210e153657,
2138,Good,33.33333333,2,6,1.018611111,Diamond Bank,27,26.9,Permanent,Permanent,Savings,Savings,0,3.5,21,6.030555556,1.005092593,365,365,2190,0,0,1,0.333333333,162,301976000,6,44:51.0,44:43.0,10000,13000,30,00:00.0,7.0997716,6.2255574,,,Training,8a858e5f59d133690159d21dcd085768,8a858e5f59d133690159d21dcd085768,
2139,Good,83.33333333,5,6,1.004166667,EcoBank,39,39.2,,Unknown,Savings,Savings,0,3.5,21,6.013888889,1.002314815,365,365,2190,0,0,1,0.833333333,235,301975651,6,00:25.0,00:19.0,10000,13000,30,00:00.0,3.3382178,6.5672709,,,Test,8a858e5f59daa31f0159dae64bfb2983,8a858e5f59daa31f0159dae64bfb2983,
2140,Good,83.33333333,5,6,1.002222222,Fidelity Bank,34,33.5,Permanent,Permanent,Savings,Savings,0,3.5,21,6.011111111,1.001851852,365,319.375,1916.25,0,0,1,0.833333333,201,301997319,6,30:50.0,30:42.0,20000,24500,30,00:00.0,3.5547609,6.4637795,,,Test,8a858e6c5bd3fbff015bd6c602636a07,8a858e6c5bd3fbff015bd6c602636a07,
2141,Good,100,6,6,1.003611111,GT Bank,30,29.3,Self-Employed,Self-Employed,Savings,Savings,0,3.5,21,6.016944444,1.002824074,365,250.0925926,1500.555556,0,0,1,1,176,301971366,6,43:06.0,42:59.0,30000,34500,30,00:00.0,7.3865425,9.1021592,,,Training,8a858e6f5668e01701568d201f3343ca,8a858e6f5668e01701568d201f3343ca,
2142,Good,50,3,6,1.019722222,Fidelity Bank,31,30.3,Unemployed,ContractRetiredUnemployed,Savings,Savings,0,3.5,21,6.035833333,1.005972222,365,334.5833333,2007.5,0,0,1,0.5,182,301986351,6,34:55.0,34:49.0,10000,11125,15,00:00.0,3.1688924,6.4981531,,,Test,8a858e6f5668e01701568175112b2522,8a858e6f5668e01701568175112b2522,
2143,Bad,83.33333333,5,6,1.006111111,UBA,29,28.3,Student,Student,Other,Other,0,3.5,21,6.017222222,1.00287037,365,273.75,1642.5,0,0,1,0.833333333,170,301977173,6,37:40.0,37:33.0,30000,34500,30,00:00.0,8.113206,6.3245244,,,Test,8a858e6f5668e01701568392953a495d,8a858e6f5668e01701568392953a495d,
2144,Bad,83.33333333,5,6,1.019444444,Stanbic IBTC,37,37.1,Permanent,Permanent,Savings,Savings,0,3.5,21,6.030277778,1.005046296,365,299.0972222,1794.583333,0,0,1,0.833333333,223,301972997,6,10:45.0,09:35.0,30000,34500,30,00:00.0,3.431745,6.45563,,,Validation,8a858e7c5b15cf3b015b16ca44495b40,8a858e7c5b15cf3b015b16ca44495b40,
2145,Good,66.66666667,4,6,4.372222222,GT Bank,33,32.8,Permanent,Permanent,Savings,Savings,0,3.5,21,9.398333333,1.566388889,365,319.375,1916.25,0,0,1,0.666666667,197,301997772,6,06:59.0,06:52.0,20000,24500,30,00:00.0,3.2846299,6.6115252,,,Test,8a858e7d5ab8ce17015abc1e6f9b67ef,8a858e7d5ab8ce17015abc1e6f9b67ef,
2146,Bad,0,0,6,1.002777778,Access Bank,29,28.3,Permanent,Permanent,Savings,Savings,0,3.5,21,6.011944444,1.001990741,365,365,2190,0,0,0,0,170,301958963,6,40:44.0,40:38.0,10000,11500,15,00:00.0,-3.5600504,54.5930709,,,Training,8a858e7d595026f80159636aa36f487b,8a858e7d595026f80159636aa36f487b,
2147,Good,66.66666667,4,6,1.018888889,Sterling Bank,40,39.4,Permanent,Permanent,Other,Other,0,3.5,21,6.029166667,1.004861111,365,334.5833333,2007.5,0,0,1,0.666666667,237,301995452,6,09:59.0,09:51.0,20000,24500,30,00:00.0,3.3356327,6.4464999,,,Test,8a858e8d56b784480156c30ca7157f73,8a858e8d56b784480156c30ca7157f73,
2148,Good,66.66666667,4,6,1.019444444,Zenith Bank,23,22.4,Permanent,Permanent,Other,Other,0,3.5,21,6.030833333,1.005138889,365,365,2190,0,0,1,0.666666667,134,302003381,6,52:05.0,51:56.0,10000,11500,15,00:00.0,3.3431419,6.6467363,,,Test,8a858e9c5770cff9015770f870821891,8a858e9c5770cff9015770f870821891,
2149,Good,66.66666667,4,6,1.003611111,First Bank,36,36,Permanent,Permanent,Savings,Savings,0,3.5,21,6.015,1.0025,365,288.9583333,1733.75,0,0,1,0.666666667,216,301967803,6,30:23.0,30:10.0,30000,34500,30,00:00.0,3.3947654,6.449467,,,Validation,8a858e9d5b2465bb015b24743be909c3,8a858e9d5b2465bb015b24743be909c3,
2150,Good,83.33333333,5,6,1.002777778,GT Bank,37,37,Permanent,Permanent,Savings,Savings,6,3.5,21,6.011944444,1.001990741,365,319.375,1916.25,1,1,1,0.833333333,222,301984689,6,43:46.0,43:39.0,20000,22250,15,00:00.0,3.3207354,6.5463622,,,Test,8a858e105bd92644015bdca43c877d2c,8a858e105bd92644015bdca43c877d2c,8a858fa25bd92c20015bdbe4fac67f20
2151,Bad,33.33333333,2,6,1.019166667,GT Bank,35,35.2,Permanent,Permanent,Savings,Savings,0,3.5,21,6.033888889,1.005648148,365,365,2190,0,0,1,0.333333333,211,301973368,6,38:20.0,37:11.0,10000,13000,30,00:00.0,3.2673212,6.549919,,,Test,8a858e115af6c526015af8adf8fa3495,8a858e115af6c526015af8adf8fa3495,
2152,Good,100,6,6,1.1575,Zenith Bank,38,38.3,Permanent,Permanent,Savings,Savings,0,3.5,21,6.169444444,1.028240741,365,319.375,1916.25,0,0,1,1,230,301987402,6,07:36.0,07:20.0,20000,24500,30,00:00.0,7.0621124,4.8136577,,,Validation,8a858e125b1ff78f015b2100ab476269,8a858e125b1ff78f015b2100ab476269,
2153,Good,83.33333333,5,6,1.003333333,UBA,34,33.4,Permanent,Permanent,Savings,Savings,0,3.5,21,6.013888889,1.002314815,365,297.0694444,1782.416667,0,0,1,0.833333333,200,301966746,6,17:21.0,17:14.0,30000,34500,30,00:00.0,4.7172445,8.1531305,,,Test,8a858e165a47b2fd015a4aff578837c6,8a858e165a47b2fd015a4aff578837c6,
2154,Good,100,6,6,1.002777778,GT Bank,29,28.6,,Unknown,Savings,Savings,0,3.5,21,6.011944444,1.001990741,365,304.1666667,1825,0,0,1,1,172,301971224,6,34:02.0,33:57.0,30000,39000,60,00:00.0,3.4336554,6.8498023,,,Training,8a858e195b90e512015b9ac8526473bc,8a858e195b90e512015b9ac8526473bc,
2155,Good,83.33333333,5,6,1.018333333,GT Bank,26,25.9,Permanent,Permanent,Savings,Savings,0,3.5,21,6.029166667,1.004861111,365,288.9583333,1733.75,0,0,1,0.833333333,156,301978321,6,33:38.0,33:30.0,15000,16125,15,00:00.0,3.3412824,6.5966258,,,Training,8a858e225a28c713015a2ce31a9e0dc8,8a858e225a28c713015a2ce31a9e0dc8,
2156,Good,100,6,6,1.003888889,GT Bank,32,32.1,,Unknown,Savings,Savings,0,3.5,21,6.013333333,1.002222222,365,319.375,1916.25,0,0,1,1,193,301993185,6,40:57.0,40:43.0,10000,11125,15,00:00.0,3.3724288,6.6434962,,,Test,8a858e245b680423015b768bac4267aa,8a858e245b680423015b768bac4267aa,
2157,Bad,50,3,6,1.019444444,First Bank,37,36.8,Permanent,Permanent,Savings,Savings,0,3.5,21,6.03,1.005,365,319.375,1916.25,0,0,1,0.5,221,302000001,6,15:23.0,14:13.0,20000,22250,15,00:00.0,5.2304196,13.0462282,,,Test,8a858e555b85f9a2015b8606945a0a8b,8a858e555b85f9a2015b8606945a0a8b,
2158,Good,83.33333333,5,6,1.006944444,First Bank,35,35.3,Permanent,Permanent,Current,Other,0,3.5,21,6.017222222,1.00287037,365,319.375,1916.25,0,0,1,0.833333333,212,301979834,6,21:48.0,21:39.0,20000,22250,15,00:00.0,7.0242958,4.8943969,,,Training,8a858e665b8729fe015b8996f6f14ebd,8a858e665b8729fe015b8996f6f14ebd,
2159,Good,83.33333333,5,6,1.021388889,GT Bank,28,27.9,Permanent,Permanent,Savings,Savings,0,3.5,21,6.048611111,1.008101852,365,319.375,1916.25,0,0,1,0.833333333,167,301987951,6,00:12.0,00:02.0,20000,24500,30,00:00.0,3.3229955,7.1470809,,,Training,8a858e685acda506015aceb81564458d,8a858e685acda506015aceb81564458d,
2160,Bad,83.33333333,5,6,1.019166667,Sterling Bank,25,25.2,,Unknown,Savings,Savings,0,3.5,21,6.029444444,1.004907407,365,304.1666667,1825,0,0,1,0.833333333,151,302000229,6,25:37.0,24:28.0,30000,34500,30,00:00.0,3.3440865,6.6290559,,,Test,8a858e705b3a03c7015b3a431c9c1e1c,8a858e705b3a03c7015b3a431c9c1e1c,
2161,Good,100,6,6,1.018888889,GT Bank,25,25.1,Permanent,Permanent,Savings,Savings,0,3.5,21,6.045277778,1.007546296,365,304.1666667,1825,0,0,1,1,151,301965319,6,12:38.0,12:30.0,30000,34500,30,00:00.0,3.4575733,6.8170067,,,Test,8a858e785acd3412015acd7bdec42d4f,8a858e785acd3412015acd7bdec42d4f,
2162,Good,100,6,6,1.018333333,Access Bank,23,23.1,Student,Student,Savings,Savings,0,3.5,21,6.029444444,1.004907407,365,273.75,1642.5,0,0,1,1,138,301975542,6,43:00.0,42:53.0,30000,34500,30,00:00.0,3.3360495,6.5884353,,,Test,8a858e935b496584015b49b68b7a2343,8a858e935b496584015b49b68b7a2343,
2163,Bad,66.66666667,4,6,1.003888889,Sterling Bank,33,33.3,Permanent,Permanent,Savings,Savings,0,3.5,21,6.013055556,1.002175926,365,309.2361111,1855.416667,0,0,1,0.666666667,200,301977419,6,36:44.0,36:36.0,20000,22250,15,00:00.0,5.618144,6.3084741,,,Validation,8a858e945bfdb9e7015bfe4f9a9a2283,8a858e945bfdb9e7015bfe4f9a9a2283,
2164,Bad,66.66666667,4,6,1.018611111,Access Bank,33,32.6,,Unknown,Savings,Savings,0,3.5,21,6.028333333,1.004722222,365,319.375,1916.25,0,0,1,0.666666667,196,301994261,6,04:55.0,04:48.0,20000,24500,30,00:00.0,4.5815557,7.4988059,,,Test,8a858e955add2971015ae6ef9a655863,8a858e955add2971015ae6ef9a655863,
2165,Good,66.66666667,4,6,1.004444444,Diamond Bank,30,29.4,Self-Employed,Self-Employed,Savings,Savings,0,3.5,21,6.015833333,1.002638889,365,304.1666667,1825,0,0,1,0.666666667,177,301961073,6,30:19.0,30:11.0,30000,39000,60,00:00.0,7.5330129,6.423788,,Graduate,Training,8a858e4157e2d76b0157e9326ba54ec9,8a858e4157e2d76b0157e9326ba54ec9,
2166,Good,66.66666667,4,6,1.007222222,Unity Bank,27,26.7,Unemployed,ContractRetiredUnemployed,Other,Other,0,3.5,21,6.021666667,1.003611111,365,265.9768519,1595.861111,0,0,1,0.666666667,160,301971183,6,00:10.0,00:04.0,15000,16125,15,00:00.0,3.3722135,6.4455301,,,Test,8a858e5856b7840c0156bbd64c3e3d2f,8a858e5856b7840c0156bbd64c3e3d2f,
2167,Good,33.33333333,2,6,1.004722222,GT Bank,37,36.3,Self-Employed,Self-Employed,Savings,Savings,0,3.5,21,6.015833333,1.002638889,365,349.7916667,2098.75,0,0,1,0.333333333,218,301965234,6,22:47.0,22:41.0,10000,12250,30,00:00.0,5.6854072,5.881232,,,Training,8a858e5856b7840c0156c7129a9c2618,8a858e5856b7840c0156c7129a9c2618,
2168,Bad,50,3,6,1.003611111,First Bank,37,36.7,Permanent,Permanent,Savings,Savings,0,3.5,21,6.014166667,1.002361111,365,327.4861111,1964.916667,0,0,1,0.5,220,301984930,6,40:35.0,40:27.0,10000,13000,30,00:00.0,3.3327529,6.6925149,,,Training,8a858e6059e0a7080159e4a861cc71eb,8a858e6059e0a7080159e4a861cc71eb,
2169,Bad,33.33333333,2,6,1.019722222,EcoBank,25,24.9,Permanent,Permanent,Savings,Savings,0,3.5,21,6.033055556,1.005509259,365,365,2190,0,0,1,0.333333333,149,301995288,6,23:33.0,22:22.0,10000,11500,15,00:00.0,3.2544183,6.6922633,,,Test,8a858e985885ff6d01588c63a76e3a74,8a858e985885ff6d01588c63a76e3a74,
2170,Good,83.33333333,5,6,1.011388889,GT Bank,39,38.8,Permanent,Permanent,Savings,Savings,0,3.5,21,6.022777778,1.003796296,365,314.3055556,1885.833333,0,0,1,0.833333333,233,301983843,6,24:53.0,24:47.0,20000,24500,30,00:00.0,3.3704039,6.5613766,,,Test,8a858e985885ff6d01589211d7c01088,8a858e985885ff6d01589211d7c01088,
2171,Bad,33.33333333,2,6,1.02,Stanbic IBTC,24,23.9,Permanent,Permanent,Savings,Savings,0,3.5,21,6.033888889,1.005648148,365,365,2190,0,0,1,0.333333333,143,301997042,6,58:09.0,56:57.0,10000,13000,30,00:00.0,3.4124877,6.4296851,,,Training,8a858e5555780ea001557951c3dc6af3,8a858e5555780ea001557951c3dc6af3,
2172,Good,66.66666667,4,6,1.018611111,Access Bank,45,44.9,Permanent,Permanent,Savings,Savings,0,3.5,21,6.031944444,1.005324074,365,305.1805556,1831.083333,0,0,1,0.666666667,269,301984310,6,19:52.0,19:45.0,20000,24500,30,00:00.0,3.2701505,6.6752449,,,Training,8a858e59569397d501569767f9776c1f,8a858e59569397d501569767f9776c1f,
2173,Good,66.66666667,4,6,1.018888889,Access Bank,27,26.8,Permanent,Permanent,Savings,Savings,0,3.5,21,6.029166667,1.004861111,365,319.375,1916.25,0,0,1,0.666666667,161,301992494,6,44:43.0,44:36.0,20000,24500,30,00:00.0,3.365935,6.5648233,,,Training,8a858ea05a859123015a8892914d15b7,8a858ea05a859123015a8892914d15b7,
2174,Bad,33.33333333,2,6,1.019444444,GT Bank,29,28.5,Permanent,Permanent,Savings,Savings,0,3.5,21,6.029722222,1.004953704,365,319.375,1916.25,0,0,1,0.333333333,171,301967845,6,59:12.0,59:07.0,20000,22250,15,00:00.0,3.3538481,6.633325,,,Test,8a858ea35a5b46ec015a5d1596805e48,8a858ea35a5b46ec015a5d1596805e48,
2175,Good,83.33333333,5,6,1.018611111,EcoBank,32,31.3,Permanent,Permanent,Savings,Savings,0,3.5,21,6.029166667,1.004861111,365,319.375,1916.25,0,0,1,0.833333333,188,301965790,6,15:27.0,15:22.0,20000,24500,30,00:00.0,7.4654217,9.08262,,,Training,8a858ea35a28b88b015a3be970e0681d,8a858ea35a28b88b015a3be970e0681d,
2176,Bad,66.66666667,4,6,1.019722222,GT Bank,36,35.9,Permanent,Permanent,Savings,Savings,0,3.5,21,6.030555556,1.005092593,365,349.7916667,2098.75,0,0,1,0.666666667,216,301977034,6,21:13.0,20:02.0,10000,11500,15,00:00.0,3.2756834,6.6850274,,,Training,8a858ea45b35639b015b37a9cc3b597e,8a858ea45b35639b015b37a9cc3b597e,
2177,Good,100,6,6,1.020277778,Zenith Bank,32,32.1,Permanent,Permanent,Savings,Savings,0,3.5,21,6.034166667,1.005694444,365,304.1666667,1825,0,0,1,1,193,301996200,6,34:52.0,33:39.0,30000,34500,30,00:00.0,6.5226089,9.643943,,,Training,8a858ea45b35639b015b364dc0f72463,8a858ea45b35639b015b364dc0f72463,
2178,Good,100,6,6,1.018611111,GT Bank,33,33.1,Permanent,Permanent,Savings,Savings,0,3.5,21,6.044722222,1.007453704,365,319.375,1916.25,0,0,1,1,199,301986202,6,56:35.0,56:28.0,15000,16687.5,15,00:00.0,3.9134512,7.4131827,,,Training,8a858ea55ac1546c015ac21a1ee20afa,8a858ea55ac1546c015ac21a1ee20afa,
2179,Good,83.33333333,5,6,1.019444444,Access Bank,32,31.9,,Unknown,Savings,Savings,0,3.5,21,6.028333333,1.004722222,365,319.375,1916.25,0,0,1,0.833333333,191,301971792,6,43:18.0,42:08.0,20000,24500,30,00:00.0,3.5310086,6.6211758,,,Training,8a858ea75b1fd476015b214391781ed7,8a858ea75b1fd476015b214391781ed7,
2180,Good,100,6,6,1.018055556,Access Bank,42,41.7,Permanent,Permanent,Savings,Savings,0,3.5,21,6.027777778,1.00462963,365,334.5833333,2007.5,0,0,1,1,250,301999871,6,35:32.0,34:27.0,20000,24500,30,00:00.0,3.8641261,7.2717388,,,Test,8a858eac5ad81473015ad8d9a28031cf,8a858eac5ad81473015ad8d9a28031cf,
