Good_or_Bad,Max(loannumber),Max(durationforapproval),Mean(Interestrate),Sum(referral_recode),Sum(churn_flag),Pct_Ontime,Mean(AgeAtTimeofLoan),bank_account_recode,bank_name_clients,employment_status_clients_recode
Bad,2,1.018888889,365,0,0,0,38.6,Savings,GT Bank,Permanent
Bad,2,1.019143809,365,2,0,0,39.7,Savings,UBA,Permanent
Bad,2,1.019039866,365,0,1,50,32.2,Savings,GT Bank,Unknown
Bad,2,1.006429325,365,0,1,50,34.1,Savings,Access Bank,Permanent
Bad,2,1.0195175,365,0,0.077107253,40.96789734,36,Savings,Skye Bank,Unknown
Bad,2,1.018888889,354.1754309,1.12617274,1,50,31.3,Savings,Access Bank,Permanent
Bad,2.531337927,1.018626818,365,0,1,44.20864484,40.3,Savings,EcoBank,Permanent
Bad,2,1.007274081,365,0,1,50,27.8,Savings,GT Bank,Unknown
Bad,2,1.018888889,365,0,0,0,38.1,Savings,Access Bank,Permanent
Bad,2,1.005407045,365,0,0,0,35.3,Savings,Access Bank,Permanent
Bad,2,1.018773291,365,0,0,0,24.9,Savings,UBA,Permanent
Bad,2,1.006876988,365,0,0.096923749,37.12042295,22,Savings,GT Bank,Student
Bad,2,1.006948076,365,0,0,0,37,Savings,UBA,Permanent
Bad,2,1.007883566,365,2,0,0,25.2,Savings,Skye Bank,Permanent
Bad,2.329017203,1.01874096,365,0,1,49.28761743,35.5,Savings,Skye Bank,Permanent
Bad,2,1.020097604,365,0.074330613,1,50,28.3,Savings,GT Bank,Permanent
Bad,2,1.00873647,365,0,1,50,27,Savings,GT Bank,Permanent
Bad,2,1.019298878,365,2,0,0,32.2,Savings,UBA,Permanent
Bad,2,1.009265978,365,0,0,0,32.9,Savings,GT Bank,Unknown
Bad,2,1.01281334,365,0,0,0,30.9,Savings,Fidelity Bank,Unknown
Bad,2,1.019166667,365,1.377697251,1,50,33.3,Savings,GT Bank,Unknown
Bad,3.853140369,1.003463765,353.0099465,0,0,0,26.3,Savings,Sterling Bank,Self-Employed
Bad,2,1.018257005,365,0,1,50,32.7,Savings,Access Bank,Permanent
Bad,2,1.404895467,365,0,0,0,34.2,Savings,GT Bank,Permanent
Bad,2,1.019401275,365,0,0,0,29.9,Savings,GT Bank,Permanent
Bad,2,1.019127795,365,0,1,50,35.5,Savings,GT Bank,Unknown
Bad,2,1.019138621,365,0,0,0,27.7,Savings,GT Bank,Permanent
Bad,2,1.019212754,365,0,0,0,27.7,Savings,GT Bank,Permanent
Bad,2,1.005913524,365,0,0,0,33.4,Savings,Zenith Bank,Unknown
Bad,2,1.03090552,365,0,0,0,30.7,Savings,UBA,Permanent
Bad,2,1.002026551,365,0,0,0,25.4,Savings,Diamond Bank,Permanent
Bad,2,1.019165349,365,0,1,50,41.1,Savings,GT Bank,Permanent
Bad,3,1.004127275,365,0,1,33.33333333,29.5,Savings,GT Bank,Permanent
Bad,3.816032508,1.023092367,365,0,0,0,35.9,Savings,GT Bank,Permanent
Bad,2.701438284,1.008287656,365,0,0.182637203,29.20483155,27.4,Savings,Sterling Bank,Permanent
Bad,2.452199194,1.019318722,365,0,0,0,31.6,Savings,GT Bank,Unknown
Bad,2.422915333,1.017148892,365,0,0,0,30.8,Savings,GT Bank,Unknown
Bad,2.281365144,1.018081046,365,0,0,0,29.5,Savings,Diamond Bank,Permanent
Bad,3.824083264,1.003364015,365,0,1,31.97891653,23.6,Savings,GT Bank,Permanent
Bad,3,1.016527404,365,0,0,0,28.8,Savings,GT Bank,Permanent
Bad,3,1.005795078,365,0,1,33.33333333,34.2,Savings,GT Bank,Permanent
Bad,3,1.020787578,365,0,1,33.33333333,31.3,Savings,GT Bank,Permanent
Bad,2.437702284,1.004002485,365,1.398902363,1.048816048,58.86510372,33.8,Savings,UBA,Permanent
Bad,2.114585681,1.010265453,365,2.188835807,0,0,27,Savings,GT Bank,Permanent
Bad,3,10.79849553,362.0374421,0.647552397,0,0,31.2,Savings,EcoBank,Permanent
Bad,3,1.007805974,365,0.995505798,1.437861217,40.80722467,27.8,Savings,Fidelity Bank,Permanent
Bad,3,1.014006503,365,3,0,0,35.3,Savings,Fidelity Bank,Permanent
Bad,3,1.017358738,365,0,1,33.33333333,25.7,Savings,GT Bank,Unknown
Bad,3,1.018804004,365,0,0,0,32.1,Savings,Diamond Bank,Permanent
Bad,3,1.003998157,365,0,1,33.33333333,35.8,Savings,GT Bank,Unknown
Bad,3,1.009885101,365,0,1,33.33333333,29.5,Savings,GT Bank,Permanent
Bad,3,1.012921985,365,0.061732815,0,0,34.5,Savings,Fidelity Bank,Permanent
Bad,3,1.018655724,365,0,0.820981183,0.991649949,28,Savings,Diamond Bank,Unknown
Bad,3,1.011495922,365,0,1,33.33333333,31.9,Savings,GT Bank,Unknown
Bad,3,1.013919473,343.8630907,0,1,33.33333333,31,Savings,Access Bank,Permanent
Bad,3,1.003328692,365,2.855435204,1.087552049,53.72599561,28,Savings,Fidelity Bank,Permanent
Bad,3,1.004232573,351.5827083,0,1,33.33333333,36.2,Savings,GT Bank,Unknown
Bad,3,1.003907871,365,1.79369079,1,33.33333333,28.7,Savings,EcoBank,Permanent
Bad,3.912032925,1.004055245,365,0,1,29.48426254,35.1,Savings,GT Bank,Unknown
Bad,2.503799727,1.018297033,365,0,1,42.44729561,31.5,Savings,Access Bank,Permanent
Bad,2.943469268,1.018950008,365,2.266127888,1.260380802,65.6806213,36.7,Savings,Access Bank,Permanent
Bad,3.396781391,1.00342561,365,0,1.99680913,37.48372477,31.7,Savings,UBA,Permanent
Bad,2.473430165,1.009352803,365,0,0.742854917,30.81444874,36.7,Savings,Stanbic IBTC,Permanent
Bad,2.104221376,1.00788802,365,0,0,0,39,Savings,Access Bank,Permanent
Bad,3,1.00498435,365,0,0,0,27.7,Savings,Heritage Bank,Permanent
Bad,2.531491505,1.014918696,365,0,0,0,31.5,Other,Zenith Bank,Permanent
Bad,3,1.003176481,365,0.569846378,2,66.66666667,33.4,Savings,Zenith Bank,Permanent
Bad,2.124054642,1.018947791,365,2.841415659,1,49.27676632,36.4,Savings,Diamond Bank,Permanent
Bad,3,1.002473493,365,0,0,0,27.8,Savings,GT Bank,Permanent
Bad,2.057219261,1.003971589,365,0,0,0,28.5,Savings,GT Bank,Permanent
Bad,3,1.004392893,365,3,0,0,33.1,Savings,GT Bank,Permanent
Bad,3,1.017219654,365,0,0,0,28.8,Savings,GT Bank,Permanent
Bad,3,1.009224256,365,3,2,66.66666667,28.4,Savings,First Bank,Permanent
Bad,2.444674898,1.018131036,365,2.837741303,0,0,29.8,Savings,UBA,Permanent
Bad,3,1.008461013,365,3,1,33.33333333,30.5,Savings,GT Bank,Permanent
Bad,2.663501166,1.011193086,365,0,1,44.1091583,25.8,Other,Fidelity Bank,Permanent
Bad,3.026940601,1.018642938,342.6124273,0,2,56.94252692,41.7,Savings,GT Bank,Unknown
Bad,3.672781761,1.159963828,365,3.590348529,1.156021074,28.78135349,28.4,Savings,Access Bank,Permanent
Bad,3.413197239,1.008996136,365,2.284776095,1,31.41209654,42.4,Savings,First Bank,Permanent
Bad,2.01272213,1.005240526,365,0,0.899696508,11.6123081,26.4,Savings,Diamond Bank,Unknown
Bad,2.623009033,1.625384433,365,0,0.005202202,16.37877094,37.3,Savings,EcoBank,Permanent
Bad,3.202794912,1.019088991,360.2327863,0,0.782536137,20.32725553,43,Savings,Zenith Bank,Permanent
Bad,3,1.019409501,357.4688716,0,1,33.33333333,29.6,Savings,GT Bank,Permanent
Bad,3,1.018148769,365,0,2,66.66666667,37.2,Savings,GT Bank,Permanent
Bad,2.962088574,1.013352484,365,0,0,0,27.1,Savings,First Bank,Permanent
Bad,3,1.019989558,365,0,0,0,25.5,Savings,First Bank,Unknown
Bad,3,1.004384847,318.2613204,0,1,33.33333333,34.7,Savings,GT Bank,Unknown
Bad,2.641185146,1.008797992,365,0,1,33.70758455,32.2,Savings,Access Bank,Permanent
Bad,2.987542321,1.019809031,347.6539978,2.693719792,1.620673167,55.68001851,26.8,Savings,Access Bank,Unknown
Bad,3,1.003745445,365,3,0,0,26.5,Savings,UBA,Permanent
Bad,3.142454593,1.014542655,365,0,1.2116785,31.35058473,32.3,Savings,FCMB,Permanent
Bad,2.280241195,1.013798089,365,0,1,35.29262999,32.6,Savings,Access Bank,Unknown
Bad,3,1.019134462,365,0,1,33.33333333,24.6,Savings,GT Bank,Permanent
Bad,3,1.015400479,365,0,1,33.33333333,31.4,Savings,First Bank,Permanent
Bad,2.888105897,1.014710771,365,0,0,0,30,Savings,First Bank,Unknown
Bad,3,1.013292688,365,0,1,33.33333333,28.3,Savings,First Bank,Permanent
Bad,3,1.006025816,365,0,0,0,43.4,Savings,GT Bank,Permanent
Bad,3.809483337,1.018227404,365,0,1,26.10353106,30.4,Savings,GT Bank,Unknown
Bad,3,1.003588554,365,0,1,33.33333333,34.2,Other,First Bank,Permanent
Bad,2.924357982,1.008161724,365,0,1.619635735,54.96879977,33,Savings,Zenith Bank,Permanent
Bad,2.062401954,1.019755653,365,2.566630965,1,33.44556996,28.3,Savings,GT Bank,Permanent
Bad,3,1.019166667,365,0,1,33.33333333,29.9,Savings,GT Bank,Unknown
Bad,3,1.015169415,365,0,1,33.33333333,34,Savings,GT Bank,Permanent
Bad,2.570446413,1.018801707,344.5200064,0,0,0,28.4,Savings,GT Bank,Unknown
Bad,3,1.015708115,365,3,1.605601836,49.07346986,36.3,Savings,First Bank,Permanent
Bad,3,1.009268645,365,0,2,66.66666667,33.5,Savings,GT Bank,Permanent
Bad,2.355538584,1.005703463,365,0,1.056860562,66.33850628,33.2,Savings,First Bank,Permanent
Bad,2.537704259,1.019085073,365,0,1,35.28284992,32.8,Savings,Access Bank,Permanent
Bad,2.48505539,1.009037834,365,0,0.466088189,2.739254044,25.7,Savings,Skye Bank,Permanent
Bad,3,1.014806543,365,0,1,33.33333333,24.1,Savings,GT Bank,Permanent
Bad,2.039869084,1.017125181,365,0,0,0,26.5,Savings,Zenith Bank,Student
Bad,2.248878599,1.009445565,365,0,0.411118547,5.446462908,25.9,Savings,Zenith Bank,Unknown
Bad,3,1.006432852,365,2.31146147,1,33.33333333,39.5,Savings,GT Bank,Permanent
Bad,3,1.00436203,336.8844194,0,1.352304158,19.00165126,26.5,Other,Fidelity Bank,Student
Bad,2.299747703,1.004593581,365,0,0,0,28,Savings,Access Bank,Permanent
Bad,2.511572138,1.008938711,336.5348969,1.793809264,1.274666438,50.54115758,24.5,Savings,UBA,Permanent
Bad,2.166309438,1.018888889,365,2.260167292,1.555561931,55.28211495,28,Savings,FCMB,Permanent
Bad,2.900832223,1.018888889,365,0,1.736260014,62.26179863,27.1,Savings,GT Bank,Unknown
Bad,3,1.016990367,365,0,1,33.33333333,34.5,Savings,Wema Bank,Permanent
Bad,3,1.154976712,365,0,1,33.33333333,37.8,Other,First Bank,Permanent
Bad,3,1.011245259,365,1.7795112,1,33.33333333,31.3,Savings,GT Bank,Unknown
Bad,2.803591665,1.005871916,365,0,0.360375715,28.85031584,27.1,Savings,EcoBank,Permanent
Bad,3,1.009238355,365,0,1,33.33333333,31.8,Savings,Diamond Bank,Unknown
Bad,2.81493036,1.010279702,324.616488,0,1,40.53774695,25.8,Savings,GT Bank,Student
Bad,2.783750866,1.004227899,365,0,0.216412908,35.44018666,26.5,Savings,UBA,Student
Bad,3,1.004719048,365,0,1,33.33333333,33.6,Savings,First Bank,Permanent
Bad,3,1.009701505,365,0,2,66.66666667,32.6,Savings,GT Bank,Permanent
Bad,3,1.008641852,365,0,0,0,32.2,Savings,GT Bank,Permanent
Bad,3,1.014033102,342.031999,0,0,0,43.6,Savings,GT Bank,Permanent
Bad,3,1.019913706,348.0025101,0,0,0,43.1,Savings,Zenith Bank,Permanent
Bad,3.522656819,1.016630064,309.6401489,0,0,0,43.5,Savings,GT Bank,Permanent
Bad,3.189474833,1.012607663,365,0,1,29.36627747,30.1,Savings,GT Bank,Unknown
Bad,3.655611931,1.003597687,330.9416543,0,2.985919208,66.91195965,29,Savings,Zenith Bank,Permanent
Bad,4,1.012191619,365,0,1,25,42,Savings,First Bank,Permanent
Bad,3.447667944,1.004716038,349.0099445,0,1.822443181,69.84059534,39.6,Savings,EcoBank,Permanent
Bad,3.671365477,1.019300977,352.3453362,0,1.064781568,50,39.7,Savings,GT Bank,Unknown
Bad,3.504460096,1.010475492,334.7139716,3.540599564,2.827888961,71.73260524,46,Savings,FCMB,Permanent
Bad,3.278672564,1.016725111,354.5385859,0,0.216982571,6.100471801,27.1,Savings,First Bank,Unknown
Bad,4,1.006937802,314.4220166,0,2,50,30.6,Savings,GT Bank,Permanent
Bad,4,1.016770104,342.1875,1.182051551,2.111650409,70.00628953,31.7,Savings,FCMB,Permanent
Bad,3.693677998,1.018471611,365,0,0,0,32.1,Savings,First Bank,Permanent
Bad,3.883522711,1.007274699,365,0,1,31.59972956,24,Savings,GT Bank,Student
Bad,5.058065913,1.018630289,365,0,1.135429978,29.19359549,27.7,Savings,First Bank,Unknown
Bad,4,1.016879606,365,0,1,25,29.2,Savings,First Bank,Permanent
Bad,3.225780167,1.006681666,365,3.012158513,1.871065724,58.79672207,34.2,Savings,First Bank,Permanent
Bad,3.744628324,1.707857944,357.7908215,3.991625864,2.317778315,74.85503552,30,Savings,Access Bank,Permanent
Bad,2.855676299,1.007573466,352.800126,0,1.012651923,61.52776442,37.4,Savings,UBA,Permanent
Bad,2.001708065,1.014121153,365,0,1.777707583,50,41.4,Savings,UBA,Permanent
Bad,5.199024637,2.281243991,365,0,0.466805405,4.757486086,31.1,Other,FCMB,Self-Employed
Bad,3.155614677,1.012497703,365,0,1,28.0769626,33.6,Savings,GT Bank,Unknown
Bad,3.824925217,1.014755932,365,0,1.938067561,50,32.6,Savings,GT Bank,Permanent
Bad,4,1.00335371,320.422476,4,2.87807998,55.1303762,38.7,Savings,Diamond Bank,Unknown
Bad,2.31483357,1.005955875,365,0,0,0,38.1,Savings,GT Bank,Permanent
Bad,3.445077681,1.007588631,348.203947,0,0.466514761,6.64930208,40.5,Savings,Zenith Bank,Permanent
Bad,2.613949327,1.02437296,365,0,0,0,35,Savings,GT Bank,Permanent
Bad,3.028310224,1.006925881,365,0,1,27.09750873,39.7,Savings,GT Bank,Unknown
Bad,4,1.012574783,342.1875,4,2.098836334,68.24346677,36.2,Savings,FCMB,Permanent
Bad,2.560464671,1.002983509,365,0,0,0,29.5,Savings,Access Bank,Permanent
Bad,4,1.004568879,337.1883495,4,2.306248206,71.16800784,44.4,Savings,FCMB,Permanent
Bad,3.054147767,1.019085487,362.497946,0,1,27.87081228,34.8,Savings,GT Bank,Permanent
Bad,4,1.003475262,342.1875,0,2,50,36.1,Savings,EcoBank,Unknown
Bad,4.744353287,1.005358569,320.3588532,0,2.704710471,56.17427955,29,Savings,GT Bank,Permanent
Bad,2.265125039,1.012999727,365,0,1.136876593,50,33,Savings,UBA,Permanent
Bad,3.653999484,1.018268763,350.1440837,0,0,0,29.3,Savings,GT Bank,Self-Employed
Bad,4,1.010728626,350.8884442,0,2.329134323,70.25535492,37.4,Savings,Diamond Bank,Permanent
Bad,2.606137104,1.002121216,365,0,1.8939137,50,43.8,Savings,Access Bank,Permanent
Bad,3.706129024,1.014510843,351.4662828,2.018057788,1,26.64318835,29.3,Savings,Diamond Bank,Unknown
Bad,4,1.003715117,365,0,1,25,35,Savings,First Bank,Permanent
Bad,2.279243271,1.005596535,365,0,1,27.59668339,40,Other,FCMB,Self-Employed
Bad,3.921688831,1.407971091,365,3.658072339,1.336986295,61.1204683,28.3,Savings,Access Bank,Permanent
Bad,6.574339509,1.00467935,347.9702741,0,2.016886038,40.09225016,32.7,Savings,Diamond Bank,Permanent
Bad,3.458603233,1.005503569,359.3375774,0,1.368313941,50,27.8,Savings,First Bank,ContractRetiredUnemployed
Bad,3.050774922,1.004889316,365,0,1,30.98291828,35.4,Savings,First Bank,Permanent
Bad,4,1.002792212,348.1814236,0,2,50,44.4,Savings,Access Bank,Permanent
Bad,3.366108869,1.006015186,365,3.015457279,0,0,32.3,Savings,GT Bank,Permanent
Bad,2.759838411,1.016162284,351.5164051,0.990158207,1.137571016,50,51.6,Savings,First Bank,Permanent
Bad,4.487726115,1.011510512,321.2551388,0,4.448587016,69.19891354,35.8,Savings,EcoBank,Unknown
Bad,3.832398577,1.002137746,365,0,0,0,24.4,Savings,Diamond Bank,Permanent
Bad,4,1.003888889,365,0,1,25,31.6,Savings,First Bank,Permanent
Bad,3.435627238,1.007856521,365,0,1,26.70378986,24,Savings,GT Bank,Permanent
Bad,5,4.942394532,343.2566292,0,3,60,22.2,Savings,GT Bank,Permanent
Bad,4.282295894,1.019677587,365,0,0,0,35.6,Savings,First Bank,Permanent
Bad,5.639625248,1.387301212,314.7320152,0,2.98864636,64.94489711,40.8,Savings,First Bank,Unknown
Bad,11.83981054,1.018888889,295.7234158,0,5.052721553,62.45092819,29,Savings,Fidelity Bank,Permanent
Bad,4.981443082,1.019178681,365,0,1.242690671,35.91527075,36.8,Savings,Access Bank,Permanent
Bad,5,1.019776323,328.5,0,3.784856196,79.46045625,35.8,Savings,GT Bank,Permanent
Bad,5.543352761,1.018447408,365,0,2.602113774,54.48067802,35.9,Savings,First Bank,Unknown
Bad,5,1.015167195,365,0,1,20,26.4,Savings,FCMB,Permanent
Bad,4.593055164,1.009992796,355.5415742,0,3.960925174,71.41828603,38.4,Savings,First Bank,Permanent
Bad,4.577319748,1.019623952,365,0,1,23.1260634,26.8,Savings,GT Bank,Permanent
Bad,4.525194816,1.011998641,328.784103,0,1.90773231,37.66440507,34.4,Savings,Sterling Bank,Permanent
Bad,5,1.003436131,328.5,0,3,60,26.3,Savings,GT Bank,Permanent
Bad,5,1.003384998,365,0,1.548370654,47.31947126,22.8,Savings,Diamond Bank,Permanent
Bad,3.065033287,1.005891158,360.5663119,0,0.371308233,19.15959956,27.5,Savings,UBA,Student
Bad,2.885243281,1.014181377,348.787704,0,0.729336568,15.21242754,28.4,Other,GT Bank,Permanent
Bad,4.156012631,1.003082679,360.0526358,0,1.316676705,41.06617546,26.7,Savings,First Bank,Permanent
Bad,3.327380088,1.018670139,365,0,1,27.98865083,24.1,Savings,GT Bank,Permanent
Bad,5,1.006341705,328.5,0,3,60,30.7,Savings,GT Bank,Permanent
Bad,5.09092726,1.020464376,296.4498827,0,6.172197136,87.00866379,30.1,Savings,GT Bank,Unknown
Bad,5,1.016159226,328.5,0,3,60,32.9,Savings,GT Bank,Permanent
Bad,5.180476371,1.009766237,365,0,2.738959674,57.28814291,31.7,Savings,First Bank,Unknown
Bad,6.365956243,1.015288968,365,0,1.865959459,22.84585,29.9,Savings,Diamond Bank,Permanent
Bad,6,1.013553145,306.2675915,0,4,66.66666667,32.1,Savings,GT Bank,Permanent
Bad,6,1.019289319,307.0728189,0,3.095675438,64.16370787,35.1,Savings,Access Bank,Permanent
Bad,6.560107479,1.018241582,343.2144974,0,2,32.97373306,40,Other,First Bank,Self-Employed
Bad,8.988875975,1.005199824,274.961502,0,5.574344914,60.46544501,31.5,Other,UBA,Student
Bad,2.566737975,1.019444444,351.6590143,0,2.482881147,82.69444457,36.3,Savings,Stanbic IBTC,Permanent
Bad,3.423617697,1.003863352,365,0,0,0,28.1,Savings,Access Bank,Permanent
Bad,3.680887959,1.018573422,365,0,1.101179089,33.33333333,32.7,Savings,GT Bank,Permanent
Bad,3.171424275,1.002652979,323.8654715,0,2.362639334,46.08465639,32.6,Savings,Sterling Bank,Permanent
Bad,4.798531674,1.015810022,362.8614876,0,2.054802687,53.12190372,40.1,Savings,Access Bank,Unknown
Bad,8.994945125,1.013617782,334.6396559,0,2.009528596,31.37432558,33.9,Savings,EcoBank,Permanent
Bad,3.289846407,1.017819641,365,0,1.98470068,33.33333333,23.7,Savings,GT Bank,Permanent
Bad,6.216154865,1.005469016,338.5937586,0,2,32.88834765,27.8,Savings,GT Bank,Permanent
Bad,5.674618841,1.019722222,332.3769641,0,4,71.56988175,36,Savings,GT Bank,Permanent
Bad,2.475419328,1.018670138,365,0,1.335020359,36.50868465,24.5,Other,GT Bank,Permanent
Bad,3.327235861,1.014698821,365,0,0,0,41.2,Savings,GT Bank,Self-Employed
Bad,6,1.019178196,320.6863226,0,2,33.33333333,32.1,Savings,First Bank,Unknown
Bad,6,1.018455521,365,0,1,16.66666667,42.8,Savings,Skye Bank,Permanent
Bad,4.005248813,1.018333333,365,0,0,0,28,Savings,First Bank,Permanent
Bad,4.600279753,1.019680301,365,0,1,22.00530856,43.8,Other,FCMB,Self-Employed
Bad,5.253914902,1.006435172,327.1550544,0,3.209390428,66.53638248,28.9,Savings,GT Bank,Permanent
Bad,6,1.014562805,357.7653399,0,2.642783964,37.29715973,27.3,Savings,First Bank,Unknown
Bad,6,1.014374998,365,0,1.879682519,25.72085746,25.3,Other,GT Bank,Permanent
Bad,5.5013708,1.018105588,365,0,2.135861009,41.14372534,36.1,Savings,First Bank,Unknown
Bad,4.687822744,1.010443624,365,0,0,0,28.7,Savings,Access Bank,Self-Employed
Bad,6.698064958,1.012591417,297.7313709,0,4.371094571,70.22772784,27.7,Other,First Bank,Permanent
Bad,6.794957377,1.018240172,242.1486342,0,3.106717548,57.56445556,29.7,Savings,GT Bank,Self-Employed
Bad,2.023909233,1.019504579,365,0,0.46403735,11.0514719,37.2,Savings,UBA,Permanent
Bad,6,1.140424594,304.9424924,3.313103452,4.265467118,77.12076031,32.8,Savings,Access Bank,Permanent
Bad,5.150218396,1.019418404,311.3332261,0,2.792033548,50,31.2,Savings,Access Bank,Permanent
Bad,3.112039138,1.006192875,338.9097914,0,1.239577336,63.52297304,37.2,Other,GT Bank,Self-Employed
Bad,5.767099599,1.018170319,355.13222,0,2.866830891,39.87966826,26.3,Savings,Diamond Bank,Permanent
Bad,4.230421013,1.01925231,324.2437132,0,1.246690445,51.82052143,30.4,Savings,Skye Bank,Permanent
Bad,6.779201848,1.2316286,326.1690437,0,4.122062953,73.00118031,35.6,Savings,First Bank,Unknown
Bad,6.449896682,1.002578405,349.8165652,0,3.471002776,62.35840798,40.6,Savings,Zenith Bank,Permanent
Bad,5.977095855,1.003173166,292.0907605,0,2.821598058,82.85256542,33.3,Savings,EcoBank,Unknown
Bad,6.256445861,1.019662037,358.4965397,0,2.841558696,28.15002746,43.1,Savings,First Bank,Permanent
Bad,8.68239856,1.012896857,365,0,2,25.62669439,31.3,Other,GT Bank,Permanent
Bad,5.073230352,1.007163355,365,0,1.912438487,32.69315504,24.9,Savings,GT Bank,Permanent
Bad,6.93017132,1.011418317,306.8788138,0,4.468848058,67.20714062,22.8,Savings,First Bank,Unknown
Bad,6.104074847,10.70422985,365,0,0.066948769,6.790505406,27.3,Other,First Bank,Self-Employed
Bad,7.019619217,1.049972989,253.2154595,0,4.666170561,59.24528987,27.9,Savings,GT Bank,Unknown
Bad,6.483113227,1.018293231,358.806852,0,2,28.63950281,40.3,Other,First Bank,Self-Employed
Bad,6.549541682,1.016409548,315.0555838,0,2,30.35993046,29.4,Savings,GT Bank,Permanent
Bad,5.045411448,1.004121644,305.4327706,0,2.763582487,40.6423524,31.8,Savings,EcoBank,Permanent
Bad,7,1.018662749,297.7333829,0,4.614124722,46.04651248,40.2,Savings,EcoBank,Permanent
Bad,5.792167828,1.004135003,365,0,1.79094929,27.17331302,28.8,Savings,Diamond Bank,Permanent
Bad,8.545985159,1.012506147,305.9146655,0,5.951786931,69.17924933,27.8,Other,First Bank,Permanent
Bad,7.470405057,1.019768665,332.7860162,0,2.615115975,39.26531945,28.4,Savings,UBA,Student
Bad,8,1.019515195,271.1949824,0,5.199403609,58.83033151,23.2,Other,Skye Bank,Self-Employed
Bad,8,1.019444444,261.3223806,0,6.996945248,66.63810014,29.5,Savings,GT Bank,Unknown
Bad,12.65106811,1.018797721,230.8038844,0,5.333901127,52.79391821,39.6,Other,FCMB,Permanent
Bad,8,1.003882015,331.9873633,0,3.417998648,53.61944674,34.4,Savings,Zenith Bank,Permanent
Bad,7.523556764,1.016754625,298.0491044,0,2.756452588,37.82680211,29.8,Savings,GT Bank,Permanent
Bad,8.690162513,1.004953325,273.2282536,0,6.921667846,73.80851599,31.4,Savings,First Bank,Permanent
Bad,9.363451437,1.014336457,275.7627948,0,5,50.62798894,35.9,Savings,First Bank,Permanent
Bad,6.219735437,1.019527264,300.8180496,0,5.350099196,17.97605652,39.6,Other,FCMB,Self-Employed
Bad,6.241593827,1.00389506,326.3799575,0,3.736896267,73.62985747,27.8,Savings,GT Bank,Permanent
Bad,8,1.019444444,240.6957814,0,5.730334537,67.82218614,29.3,Savings,GT Bank,Unknown
Bad,6.042634736,1.018333333,297.4116273,0,2.413809667,46.59146447,23.3,Other,UBA,Student
Bad,8,1.018719443,232.2870499,0,5.864783749,60.45975272,28.4,Other,GT Bank,Self-Employed
Bad,5.87292371,1.018794892,296.9957349,0,6.570267409,81.1854354,35.9,Savings,GT Bank,Permanent
Bad,8.55211565,1.322865061,279.9299739,0,6.451714931,70.26003264,37.6,Savings,GT Bank,Unknown
Bad,8,1.018226143,278.0184705,0,7,87.5,34.7,Savings,Zenith Bank,Permanent
Bad,5.65320878,1.00499753,365,0,1.063145861,37.42884045,25.6,Other,Fidelity Bank,Permanent
Bad,8,1.003279357,322.7377343,0,4.681637891,59.17176786,36.8,Savings,Zenith Bank,Permanent
Bad,8.028429703,1.006491101,315.8091136,0,4.34627898,44.32691156,36.4,Savings,EcoBank,Permanent
Bad,8.233781424,1.018147179,258.2657438,0,5.459403893,74.15502834,25.8,Other,GT Bank,Self-Employed
Bad,8.860268625,1.019361249,359.8140044,0,1.421747452,33.33333333,38.2,Savings,GT Bank,Permanent
Bad,7.531568795,1.015640309,326.9384226,0,4.952632504,77.988822,38.7,Savings,First Bank,Permanent
Bad,9,1.125803823,205.1745552,0,6.98011646,85.62153674,37.7,Other,Access Bank,Permanent
