,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,
4122,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,Norm,60.13333333,7000,9100,365,33,Other,Training
4135,Good,Access Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,Norm,60.15,8000,9200,365,33,Other,Test
4148,Bad,Sterling Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Savings,Norm,60.15,10000,13000,365,33,Savings,Training
4149,Good,First Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,Norm,60.13333333,10000,13000,365,33,Other,Validation
4159,Bad,Fidelity Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,33,Savings,Training
4186,Good,Keystone Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Savings,Norm,60.11666667,10000,11500,365,33,Savings,Test
4187,Good,UBA,Low - 60.17,32 - 36,3,30,Low,High,No,Other,Norm,60.1,10000,13000,365,33,Other,Test
4215,Good,Diamond Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Other,Norm,60.15,10000,13000,365,33,Other,Training
4218,Good,GT Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Other,Norm,60.16666667,10000,11500,365,33,Other,Training
4232,Good,Diamond Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,Norm,60.1,10000,13000,365,33,Other,Validation
4234,Good,EcoBank,Low - 60.17,32 - 36,1,15,Low,Low,No,Other,Norm,60.15,10000,11500,365,33,Other,Training
4248,Good,GT Bank,Low - 60.17,32 - 36,6,15,Med,High,No,Other,Norm,60.13333333,5000,5750,365,33,Other,Validation
4259,Good,Access Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,33,Savings,Validation
4260,Good,Diamond Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Other,Norm,60.11666667,10000,11500,365,33,Other,Training
4272,Bad,GT Bank,Low - 60.17,32 - 36,6,30,Med,High,No,Other,Norm,60.11666667,10000,13000,365,33,Other,Training
4283,Good,UBA,Low - 60.17,32 - 36,6,15,Med,High,No,Other,Norm,60.11666667,5000,5750,365,33,Other,Training
4339,Good,FCMB,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,33,Savings,Test
32,Good,UBA,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.18333333,10000,11500,365,34,Savings,Validation
40,Good,GT Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Other,Norm,60.11666667,10000,11500,365,34,Other,Validation
52,Good,Stanbic IBTC,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.31666667,10000,13000,365,34,Savings,Test
57,Good,Diamond Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.16666667,10000,11500,365,34,Savings,Validation
59,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,34,Savings,Training
75,Good,Diamond Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Other,Norm,60.18333333,8000,9200,365,34,Other,Test
114,Good,Access Bank,60.17 - 60.23,32 - 36,6,30,Med,High,No,Other,Norm,60.2,10000,13000,365,34,Other,Validation
127,Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.16666667,10000,11500,365,34,Savings,Training
129,Good,First Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,34,Savings,Test
136,Bad,UBA,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Training
159,Good,GT Bank,Low - 60.17,32 - 36,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,34,Savings,Training
161,Bad,Diamond Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,34,Savings,Test
208,Good,Access Bank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,Norm,60.11666667,10000,11500,365,34,Savings,Validation
215,Good,GT Bank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,Norm,60.11666667,10000,11500,365,34,Savings,Validation
250,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
254,Bad,Fidelity Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.16666667,10000,11500,365,34,Savings,Test
271,Good,Keystone Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,34,Savings,Test
293,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
308,Good,UBA,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,34,Savings,Validation
333,Good,First Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,34,Savings,Test
356,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Training
384,Good,EcoBank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
392,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,34,Savings,Test
416,Good,Diamond Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.16666667,10000,11500,365,34,Savings,Validation
453,Good,First Bank,61.13 - High,32 - 36,9,30,High,High,No,Savings,Norm,61.15,10000,13000,365,34,Savings,Validation
487,Bad,Access Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,60.38333333,10000,13000,365,34,Savings,Test
488,Good,GT Bank,60.17 - 60.23,32 - 36,9,15,High,High,No,Savings,Norm,60.18333333,10000,11500,365,34,Savings,Validation
503,Good,UBA,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,34,Savings,Training
535,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,34,Savings,Validation
538,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,34,Savings,Test
545,Good,Zenith Bank,61.13 - High,32 - 36,9,15,High,High,Yes,Savings,Norm,61.15,10000,11500,365,34,Savings,Training
558,Good,Diamond Bank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,Norm,60.11666667,10000,11500,365,34,Savings,Training
579,Good,Diamond Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.15,10000,11500,365,34,Savings,Training
583,Good,UBA,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,34,Savings,Test
592,Good,Stanbic IBTC,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.41666667,10000,11500,365,34,Savings,Test
598,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Validation
609,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,34,Savings,Test
612,Good,FCMB,60.17 - 60.23,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.2,10000,13000,365,34,Savings,Test
613,Bad,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.28333333,10000,13000,365,34,Savings,Test
634,Good,EcoBank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.16666667,10000,11500,365,34,Savings,Validation
666,Good,Zenith Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.2,10000,11500,365,34,Savings,Training
672,Good,GT Bank,Low - 60.17,32 - 36,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,34,Savings,Validation
674,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
678,Good,GT Bank,60.17 - 60.23,32 - 36,9,30,High,High,No,Savings,Norm,60.2,10000,13000,365,34,Savings,Training
701,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.11666667,10000,13000,365,34,Savings,Training
708,Good,Zenith Bank,61.13 - High,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.15,10000,13000,365,34,Savings,Training
731,Good,Access Bank,61.13 - High,32 - 36,9,15,High,High,No,Savings,Norm,61.25,10000,11500,365,34,Savings,Training
735,Good,UBA,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.11666667,10000,11500,365,34,Savings,Training
745,Good,EcoBank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,34,Savings,Training
747,Good,Access Bank,60.17 - 60.23,32 - 36,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,34,Savings,Training
751,Good,Diamond Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Validation
775,Good,Standard Chartered,60.17 - 60.23,32 - 36,3,15,Low,High,Yes,Savings,Norm,60.21666667,10000,11500,365,34,Savings,Validation
807,Good,UBA,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,34,Savings,Test
844,Good,UBA,60.17 - 60.23,32 - 36,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,34,Savings,Validation
855,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.11666667,10000,13000,365,34,Savings,Test
888,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Training
889,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Training
897,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.66666667,10000,13000,365,34,Savings,Test
904,Bad,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.21666667,10000,13000,365,34,Savings,Training
935,Bad,First Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,34,Savings,Test
966,Good,Zenith Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,34,Savings,Validation
973,Good,GT Bank,60.23 - 61.13,32 - 36,9,15,High,High,Yes,Savings,Norm,60.25,10000,11500,365,34,Savings,Training
978,Bad,First Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
1000,Good,UBA,Low - 60.17,32 - 36,3,15,Low,High,No,Other,Norm,60.16666667,10000,11500,365,34,Other,Training
1021,Good,Stanbic IBTC,60.17 - 60.23,32 - 36,3,30,Low,High,No,Other,Norm,60.2,10000,13000,365,34,Other,Test
1060,Bad,Access Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,34,Savings,Test
1078,Good,GT Bank,60.23 - 61.13,32 - 36,1,15,Low,Low,No,Savings,Norm,60.28333333,10000,11500,365,34,Savings,Test
1089,Bad,EcoBank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Other,Norm,60.38333333,10000,13000,365,34,Other,Training
1143,Good,First Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,34,Savings,Validation
1165,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Other,Norm,60.28333333,10000,13000,365,34,Other,Test
1170,Good,FCMB,61.13 - High,32 - 36,1,15,Low,Low,No,Savings,Norm,2149.8,10000,11500,365,34,Savings,Training
1193,Good,GT Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Other,Norm,60.16666667,10000,13000,365,34,Other,Training
1215,Bad,Diamond Bank,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,34,Savings,Test
1225,Good,Diamond Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,60.25,10000,13000,365,34,Savings,Training
1238,Good,UBA,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.16666667,10000,11500,365,34,Savings,Test
1305,Good,FCMB,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.15,10000,13000,365,34,Savings,Test
1342,Good,Zenith Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,34,Savings,Validation
1345,Good,FCMB,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,34,Savings,Test
1352,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,34,Savings,Test
1374,Good,Heritage Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Validation
1379,Good,First Bank,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.11666667,10000,11500,365,34,Savings,Test
1420,Good,Access Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,34,Savings,Validation
1427,Bad,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Training
1437,Bad,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,Yes,Savings,Norm,60.18333333,10000,11500,365,34,Savings,Training
1451,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,34,Savings,Test
1453,Good,Zenith Bank,60.17 - 60.23,32 - 36,2,15,Med,Low,No,Other,Norm,60.21666667,10000,11500,365,34,Other,Training
1458,Good,GT Bank,Low - 60.17,32 - 36,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,34,Savings,Training
1473,Good,Zenith Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Validation
1495,Good,Zenith Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Other,Norm,60.7,10000,13000,365,34,Current,Test
1516,Good,Access Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Test
1518,Good,GT Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,60.25,10000,13000,365,34,Savings,Test
1527,Bad,Diamond Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Validation
1550,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,34,Savings,Test
1562,Good,GT Bank,60.17 - 60.23,32 - 36,1,15,Low,Low,No,Other,Norm,60.18333333,10000,11500,365,34,Other,Training
1568,Good,Stanbic IBTC,Low - 60.17,32 - 36,1,30,Low,Low,No,Other,Norm,60.15,10000,13000,365,34,Other,Validation
1600,Good,Access Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,110.35,10000,13000,365,34,Savings,Validation
1604,Good,GT Bank,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,88.51666667,10000,11500,365,34,Savings,Training
1622,Good,First Bank,Low - 60.17,32 - 36,2,30,Med,Low,No,Savings,Norm,60.11666667,10000,13000,365,34,Savings,Training
1643,Good,EcoBank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.33333333,10000,13000,365,34,Savings,Validation
1663,Good,First Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,34,Savings,Training
1683,Good,FCMB,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,34,Savings,Training
1702,Good,Skye Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,34,Savings,Training
1705,Good,Zenith Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
1706,Good,Skye Bank,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
1739,Bad,UBA,Low - 60.17,32 - 36,2,30,Med,Low,No,Other,Norm,60.15,10000,13000,365,34,Other,Test
1766,Good,Zenith Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,34,Savings,Validation
1828,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,34,Savings,Training
1855,Good,UBA,Low - 60.17,32 - 36,2,15,Med,Low,No,Savings,Norm,60.11666667,10000,11500,365,34,Savings,Training
1874,Bad,GT Bank,Low - 60.17,32 - 36,4,30,Med,Med,No,Savings,Norm,60.15,10000,13000,365,34,Savings,Training
1882,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
1893,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Validation
1901,Good,Access Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,34,Savings,Test
1951,Good,EcoBank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Validation
1956,Good,UBA,60.17 - 60.23,32 - 36,1,30,Low,Low,No,Savings,Norm,60.23333333,10000,13000,365,34,Savings,Validation
1957,Good,First Bank,60.17 - 60.23,32 - 36,1,15,Low,Low,No,Other,Norm,60.2,10000,11500,365,34,Other,Test
1969,Good,EcoBank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,34,Savings,Test
1987,Good,Diamond Bank,61.13 - High,32 - 36,9,15,High,High,No,Savings,Norm,61.15,10000,11500,365,34,Savings,Validation
1998,Good,First Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.1,10000,13000,365,34,Savings,Validation
2019,Good,EcoBank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,34,Savings,Test
2020,Good,First Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.35,10000,11500,365,34,Savings,Validation
2021,Good,Diamond Bank,Low - 60.17,32 - 36,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,34,Savings,Validation
2035,Bad,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Validation
2040,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.65,10000,13000,365,34,Savings,Validation
2042,Good,Diamond Bank,60.23 - 61.13,32 - 36,9,15,High,High,Yes,Savings,Norm,60.26666667,10000,11500,365,34,Savings,Training
2065,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.26666667,10000,11500,365,34,Savings,Validation
2080,Good,Skye Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Test
2121,Good,Zenith Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,Norm,60.66666667,10000,11500,365,34,Savings,Test
2148,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,34,Savings,Training
2162,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Test
2175,Good,Access Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.66666667,10000,13000,365,34,Savings,Test
2198,Bad,GT Bank,60.17 - 60.23,32 - 36,9,15,High,High,Yes,Savings,Norm,60.2,10000,11500,365,34,Savings,Training
2216,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Other,Norm,60.23333333,10000,11500,365,34,Other,Validation
2222,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.35,10000,11500,365,34,Savings,Validation
2231,Good,Zenith Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.41666667,10000,11500,365,34,Savings,Validation
2243,Good,EcoBank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,60.28333333,10000,13000,365,34,Savings,Validation
2245,Good,FCMB,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,34,Savings,Test
2257,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,34,Savings,Training
2278,Good,First Bank,Low - 60.17,32 - 36,2,30,Med,Low,No,Savings,Norm,60.16666667,10000,13000,365,34,Savings,Test
2289,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.11666667,10000,11500,365,34,Savings,Training
2291,Good,GT Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,34,Savings,Validation
2335,Good,GT Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Training
2393,Bad,Access Bank,60.23 - 61.13,32 - 36,9,30,High,High,Yes,Other,Norm,61.13333333,10000,13000,365,34,Current,Training
2439,Good,GT Bank,Low - 60.17,32 - 36,6,15,Med,High,No,Other,Norm,60.16666667,10000,11500,365,34,Other,Training
2444,Good,Skye Bank,Low - 60.17,32 - 36,2,30,Med,Low,No,Other,Norm,60.16666667,10000,13000,365,34,Other,Test
2446,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,34,Savings,Validation
2455,Bad,GT Bank,60.17 - 60.23,32 - 36,9,30,High,High,Yes,Savings,Norm,60.2,10000,13000,365,34,Savings,Test
2472,Good,Standard Chartered,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,34,Savings,Training
2504,Good,UBA,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Test
2515,Good,Stanbic IBTC,61.13 - High,32 - 36,9,30,High,High,No,Savings,Norm,61.18333333,10000,13000,365,34,Savings,Training
2522,Good,First Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
2535,Good,GT Bank,61.13 - High,32 - 36,9,15,High,High,Yes,Savings,Norm,61.16666667,10000,11500,365,34,Savings,Training
2541,Good,Fidelity Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,34,Savings,Validation
2554,Good,Diamond Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Validation
2569,Good,GT Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Training
2577,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
2578,Bad,Union Bank,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.16666667,10000,11500,365,34,Savings,Training
2583,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Validation
2589,Good,GT Bank,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,34,Savings,Training
2665,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,34,Savings,Training
2684,Bad,GT Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,Norm,60.28333333,10000,11500,365,34,Savings,Training
2686,Good,Skye Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,34,Savings,Training
2696,Good,Access Bank,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,34,Savings,Training
2702,Good,GT Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.16666667,10000,11500,365,34,Savings,Training
2712,Good,GT Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.18333333,10000,11500,365,34,Savings,Training
2716,Good,UBA,60.17 - 60.23,32 - 36,9,15,High,High,Yes,Savings,Norm,60.2,10000,11500,365,34,Savings,Training
2729,Bad,Access Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,34,Savings,Training
2744,Good,Skye Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,34,Savings,Validation
2745,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
2781,Bad,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,34,Savings,Validation
2817,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,Savings,Training
2837,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,34,Savings,Training
