Good_or_Bad,termdays,referral,bank_account_type_recode,bank_name_clients,employment_status_clients_Risk,DemoCreditRating,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups
Good,30,No,Savings,First Bank,Low,1,28 - 32,Low - 60.17,Norm
Good,15,No,Other,Access Bank,Low,3,36 - High,Low - 60.17,Norm
Good,15,No,Savings,Zenith Bank,Low,1,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,Keystone Bank,Low,2,Low - 28,60.23 - 61.13,Norm
Good,30,No,Other,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Good,15,No,Other,GT Bank,Med,2,28 - 32,Low - 60.17,Norm
Good,15,No,Savings,Access Bank,Med,2,36 - High,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Good,15,No,Other,Diamond Bank,Low,1,28 - 32,Low - 60.17,Norm
Good,30,No,Savings,GT Bank,Low,3,32 - 36,Low - 60.17,Norm
Good,30,No,Savings,GT Bank,Low,2,Low - 28,Low - 60.17,Norm
Good,30,No,Other,Diamond Bank,Low,1,32 - 36,Low - 60.17,Norm
Good,15,No,Other,UBA,Low,2,36 - High,Low - 60.17,Norm
Good,15,No,Other,GT Bank,Low,1,32 - 36,Low - 60.17,Norm
Good,15,No,Other,GT Bank,Med,4,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,1,36 - High,60.17 - 60.23,Norm
Good,15,No,Savings,GT Bank,Med,2,28 - 32,Low - 60.17,Norm
Good,30,No,Savings,Diamond Bank,Med,4,Low - 28,Low - 60.17,Norm
Good,30,No,Savings,UBA,Low,3,32 - 36,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Good,30,No,Savings,GT Bank,Med,2,36 - High,Low - 60.17,Norm
Good,15,No,Savings,Access Bank,Low,1,28 - 32,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,3,32 - 36,Low - 60.17,Norm
Good,30,No,Savings,Wema Bank,Low,3,36 - High,Low - 60.17,Norm
Good,30,No,Other,Zenith Bank,Med,6,28 - 32,Low - 60.17,Norm
Good,30,No,Other,Diamond Bank,Low,3,Low - 28,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Med,2,32 - 36,60.17 - 60.23,Norm
Good,15,No,Other,Zenith Bank,Low,1,Low - 28,Low - 60.17,Norm
Good,15,No,Other,Diamond Bank,High,9,Low - 28,Low - 60.17,Norm
Good,15,No,Savings,GT Bank,Med,2,36 - High,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,1,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,Low - 60.17,Norm
Good,30,No,Savings,GT Bank,Med,2,28 - 32,Low - 60.17,Norm
Good,15,No,Other,GT Bank,Med,6,32 - 36,Low - 60.17,Norm
Good,15,No,Other,EcoBank,Low,1,28 - 32,Low - 60.17,Norm
Good,30,No,Savings,EcoBank,Low,3,32 - 36,Low - 60.17,Norm
Good,30,No,Savings,Standard Chartered,Low,3,28 - 32,Low - 60.17,Norm
Good,15,No,Savings,Sterling Bank,Low,1,32 - 36,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Good,15,No,Other,Stanbic IBTC,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,Low - 60.17,Norm
Good,30,No,Savings,GT Bank,Low,3,Low - 28,61.13 - High,Norm
Good,30,No,Other,GT Bank,Low,1,32 - 36,61.13 - High,Norm
Good,30,No,Savings,Access Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Good,15,No,Other,Diamond Bank,Low,1,32 - 36,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,3,36 - High,Low - 60.17,Norm
Good,30,No,Other,Union Bank,Low,3,28 - 32,Low - 60.17,Norm
Good,15,No,Savings,First Bank,Low,3,36 - High,Low - 60.17,Norm
Good,15,No,Other,Union Bank,Low,1,28 - 32,Low - 60.17,Norm
Good,15,No,Other,Zenith Bank,Med,2,36 - High,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,3,36 - High,Low - 60.17,Norm
Good,15,No,Other,Zenith Bank,Low,1,Low - 28,Low - 60.17,Norm
Good,30,No,Other,EcoBank,Med,2,28 - 32,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Med,6,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,Access Bank,Low,3,36 - High,Low - 60.17,Norm
Good,15,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Good,15,No,Savings,First Bank,Low,1,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Other,GT Bank,Low,3,32 - 36,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Good,30,No,Savings,GT Bank,Low,1,Low - 28,Low - 60.17,Norm
Good,15,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Good,15,No,Other,UBA,Med,6,32 - 36,Low - 60.17,Norm
Good,15,No,Savings,Stanbic IBTC,Low,2,36 - High,60.17 - 60.23,Norm
Good,30,No,Other,Zenith Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,Zenith Bank,Low,1,28 - 32,Low - 60.17,Norm
Good,15,No,Other,GT Bank,Med,4,36 - High,Low - 60.17,Norm
Bad,15,No,Other,GT Bank,Med,2,32 - 36,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,3,32 - 36,Low - 60.17,Norm
Good,30,No,Other,First Bank,Low,3,36 - High,Low - 60.17,Norm
Good,15,No,Other,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Good,15,No,Other,GT Bank,Med,2,36 - High,Low - 60.17,Norm
Good,15,No,Other,Stanbic IBTC,Low,1,Low - 28,Low - 60.17,Norm
Good,15,No,Other,Zenith Bank,Low,1,28 - 32,Low - 60.17,Norm
Good,30,No,Savings,GT Bank,High,9,32 - 36,61.13 - High,Norm
Good,30,No,Other,First Bank,Med,6,32 - 36,60.23 - 61.13,Norm
Good,30,No,Other,Stanbic IBTC,High,3,28 - 32,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,2,Low - 28,Low - 60.17,Norm
Good,15,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Good,15,No,Other,First Bank,Med,4,Low - 28,Low - 60.17,Norm
Good,15,No,Other,FCMB,Low,1,36 - High,Low - 60.17,Norm
Good,15,No,Savings,GT Bank,Low,3,36 - High,Low - 60.17,Norm
Good,30,No,Other,Diamond Bank,Low,3,Low - 28,Low - 60.17,Norm
Good,15,No,Other,FCMB,Low,2,Low - 28,Low - 60.17,Norm
Good,30,No,Savings,UBA,Med,6,Low - 28,60.23 - 61.13,Norm
Good,30,No,Other,Diamond Bank,Med,2,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,1,Low - 28,Low - 60.17,Norm
Good,30,No,Other,UBA,Low,3,32 - 36,Low - 60.17,Norm
Good,15,No,Other,UBA,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Other,Skye Bank,Med,2,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Other,Zenith Bank,Low,1,36 - High,Low - 60.17,Norm
Good,15,No,Other,UBA,Low,1,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Other,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Good,15,No,Other,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Good,15,No,Other,FCMB,Low,1,28 - 32,Low - 60.17,Norm
Good,15,No,Savings,GT Bank,Med,4,28 - 32,Low - 60.17,Norm
Good,15,No,Other,Sterling Bank,Low,1,Low - 28,Low - 60.17,Norm
Good,15,No,Other,Stanbic IBTC,Low,2,36 - High,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,1,Low - 28,Low - 60.17,Norm
Good,30,No,Savings,First Bank,Low,1,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,First Bank,Med,6,32 - 36,Low - 60.17,Norm
Bad,30,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm
Good,15,No,Other,FCMB,Med,6,Low - 28,60.23 - 61.13,Norm
Good,30,No,Savings,EcoBank,High,9,Low - 28,60.23 - 61.13,Norm
Good,15,No,Savings,Zenith Bank,High,6,Low - 28,61.13 - High,Norm
Good,15,No,Savings,FCMB,Low,3,32 - 36,Low - 60.17,Norm
Good,30,No,Savings,First Bank,Low,3,36 - High,Low - 60.17,Norm
Good,30,No,Other,FCMB,Low,1,36 - High,Low - 60.17,Norm
Good,30,No,Other,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Good,15,No,Other,First Bank,Low,1,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,1.421024498,36 - High,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,Diamond Bank,Low,1.219717445,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,Zenith Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,UBA,Low,5.501993471,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,FCMB,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,15,No,Other,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Other,First Bank,High,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Other,UBA,Med,2,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,UBA,Low,3.832380785,32 - 36,Low - 60.17,Norm
Bad,20.48116141,No,Other,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Other,GT Bank,Med,2.577610681,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,UBA,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,2.780596199,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,Stanbic IBTC,High,9,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Sterling Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,UBA,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,Yes,Savings,First Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,Access Bank,High,9,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Skye Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Sterling Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,Zenith Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Access Bank,High,9,Low - 28,61.13 - High,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,Low,3,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,Fidelity Bank,Low,1.139195855,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,EcoBank,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,Stanbic IBTC,Low,3,Low - 28,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,First Bank,High,9,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,2.870952769,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,36 - High,60.17 - 60.23,Norm
Bad,15,No,Other,Diamond Bank,Med,2.81824252,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Skye Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,18.08512604,No,Savings,GT Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,Access Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Med,4.110666869,28 - 32,Low - 60.17,Norm
Bad,15,No,Other,UBA,High,9,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,EcoBank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,EcoBank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,Diamond Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,High,9,36 - High,61.13 - High,Norm
Bad,30,No,Other,FCMB,Low,1,36 - High,60.17 - 60.23,Norm
Bad,30,Yes,Savings,UBA,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Savings,Stanbic IBTC,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,Yes,Savings,First Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,Diamond Bank,High,9,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Fidelity Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,Yes,Savings,Zenith Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,UBA,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,32 - 36,61.13 - High,Norm
Bad,15,No,Savings,Zenith Bank,Low,2.728767699,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,Low,3,36 - High,Low - 60.17,Norm
Bad,21.52097005,Yes,Savings,UBA,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,First Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Savings,First Bank,High,9,32 - 36,60.23 - 61.13,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Fidelity Bank,Low,3,Low - 28,61.13 - High,Norm
Bad,30,No,Savings,First Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,UBA,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Fidelity Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,36 - High,61.13 - High,Norm
Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,Diamond Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,16.27356835,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.17 - 60.23,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,Sterling Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,27.06958118,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,15,Yes,Savings,GT Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,Fidelity Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,Sterling Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Fidelity Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,Access Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,UBA,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,30,No,Savings,UBA,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,Yes,Savings,Diamond Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,30,No,Savings,FCMB,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,Sterling Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,Diamond Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,16.87292595,Yes,Savings,UBA,Low,3,36 - High,61.13 - High,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,UBA,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,Yes,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,UBA,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,UBA,High,9,Low - 28,61.13 - High,Norm
Bad,15,Yes,Savings,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Other,First Bank,Low,2.850471572,28 - 32,Low - 60.17,Norm
Bad,15,No,Savings,Diamond Bank,Low,5.049098156,Low - 28,Low - 60.17,Norm
Bad,15,No,Other,GT Bank,Low,2.899993349,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Savings,First Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,15,No,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,15,No,Other,First Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,High,6.343402572,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,Med,2,32 - 36,Low - 60.17,Norm
Bad,30,No,Other,Zenith Bank,Med,2,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Other,GT Bank,Low,1.259914496,Low - 28,Low - 60.17,Norm
Bad,15,No,Savings,EcoBank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,16.46500575,No,Savings,First Bank,High,9,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,Stanbic IBTC,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,EcoBank,Low,2.96825716,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,36 - High,60.17 - 60.23,Norm
Bad,15,No,Other,Access Bank,Low,3,28 - 32,61.13 - High,Norm
Bad,30,No,Other,Zenith Bank,Low,2.172040761,36 - High,60.17 - 60.23,Norm
Bad,15,Yes,Savings,Diamond Bank,Low,3,32 - 36,61.13 - High,Norm
Bad,15,No,Savings,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,17.7096308,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,Zenith Bank,Low,3,28 - 32,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,UBA,Low,3,36 - High,61.13 - High,Norm
Bad,15,No,Savings,Zenith Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,UBA,High,9,Low - 28,60.23 - 61.13,Norm
Bad,15,No,Savings,UBA,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,High,9,Low - 28,61.13 - High,Norm
Bad,22.76559128,No,Savings,UBA,High,9,Low - 28,61.13 - High,Norm
Bad,30,No,Savings,Access Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Zenith Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,UBA,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,Access Bank,Low,3,36 - High,Low - 60.17,Norm
Bad,15,No,Savings,FCMB,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,30,No,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Other,GT Bank,Low,2.05118277,Low - 28,Low - 60.17,Norm
Bad,30,No,Other,UBA,Med,6,36 - High,Low - 60.17,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.17 - 60.23,Norm
Bad,15,No,Savings,First Bank,High,9,32 - 36,Low - 60.17,Norm
Bad,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,15,No,Savings,GT Bank,High,9,Low - 28,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm
Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,No,Savings,Access Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,Access Bank,High,9,28 - 32,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,Low - 28,60.17 - 60.23,Norm
Bad,30,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm
Bad,16.72575721,No,Savings,First Bank,Low,3,28 - 32,60.17 - 60.23,Norm
Bad,15,No,Savings,First Bank,Low,3,32 - 36,Low - 60.17,Norm
Bad,30,No,Savings,Fidelity Bank,High,9,36 - High,60.23 - 61.13,Norm
Bad,15,No,Savings,First Bank,Low,3,36 - High,60.23 - 61.13,Norm
Bad,30,No,Savings,GT Bank,High,9,36 - High,60.17 - 60.23,Norm
Bad,30,No,Savings,First Bank,High,9,Low - 28,Low - 60.17,Norm
Bad,30,Yes,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm
