Source,good_bad_flag of perf-trainperf,termdays,referral,bank_account_type_recode,bank_name_clients,employment_status_clients_Risk,DemoCreditRating,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups,___Class___,___Validation___,No Weighting,Weighting,Undersampling,Oversampling,Tomek,SMOTE plus Tomek,Naive No Weighting,Naive Weighting,Naive Under Sampling,Naive Over Sampling,Naive SMOTE,Naive Tomek,Naive SMOTE plus Tomek,Neural No Weighting,Neural Weighting,Neural Under Sampling,Neural Over Sampling,Neural SMOTE,Neural Tomek,Neural SMOTE plus Tomek,BootstrapForest No Weighting,BootstrapForest Weighting,BootstrapForest Under Sampling,BootstrapForest Over Sampling,BootstrapForest SMOTE,BootstrapForest Tomek,BootstrapForest SMOTE plus Tomek,BoostedTree No Weighting,BoostedTree Weighting,BoostedTree Under Sampling,BoostedTree Over Sampling,BoostedTree SMOTE,BoostedTree Tomek,BoostedTree SMOTE plus Tomek,SVM No Weighting,SVM Weighting,SVM Under Sampling,SVM Over Sampling,SVM SMOTE,SVM Tomek,SVM SMOTE plus Tomek,GenReg No Weighting,GenReg Weighting,GenReg Under Sampling,GenReg Over Sampling,GenReg SMOTE,GenReg Tomek,GenReg SMOTE plus Tomek,Prob(good_bad_flag of perf-trainperf==Bad),Prob(good_bad_flag of perf-trainperf==Good),Most Likely good_bad_flag of perf-trainperf
Training Set for Newloandemo_4344,Good,15,No,Other,GT Bank,Low,3,28 - 32,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.10607129,0.29840803,0.30325073,0.28963573,0.3624071,0.10832897,0.36092021,0.141273215,0.391146548,0.320164589,0.344976624,0.244569067,0.138800176,0.31255988,,,0.303671616,,,0.042492842,,0.147452855,0.370627475,0.146647777,0.35303226,0.093604658,0.152087081,0.080494854,0.16591366,0.24194419,0.23144685,0.22611737,0.15456366,0.15689506,0.12306951,0.153989766,0.395637788,0.425066711,0.385018992,0.421652674,0.153961517,0.397222133,0.194136789,0.805863211,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,UBA,Low,3,36 - High,61.13 - High,Norm,0,Training,1,1,0,1,1,1,0.15917822,0.40448847,0.42814195,0.39815035,0.47786131,0.16955162,0.47808975,0.154157002,0.39414466,0.431363655,0.595899105,0.460258939,0.193023446,0.755684851,,,0.286649399,,,0.108769114,,0.195136062,0.482079303,0.433335848,0.470922574,0.472298289,0.212773218,0.495304872,0.1420293,0.26837036,0.32918845,0.22314915,0.29643059,0.10247785,0.32635731,0.212494024,0.500648644,0.422611247,0.492593557,0.451430927,0.21897395,0.451456329,0.266669141,0.733330859,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,EcoBank,Low,3,36 - High,61.13 - High,Norm,0,Validation,1,1,0,1,0,1,0.20367513,0.47841611,0.49276696,0.50396398,0.51197241,0.21908108,0.50766001,0.220629563,0.470483076,0.480598725,0.605408438,0.585178047,0.224563417,0.778018448,,,0.684583228,,,0.375640284,,0.195136062,0.482079303,0.548471234,0.470922574,0.472298289,0.212773218,0.583099307,0.49714521,0.60232072,0.57660987,0.61633082,0.62120946,0.64114068,0.59085301,0.249919929,0.521644786,0.515350884,0.518015769,0.636558154,0.295539562,0.654941409,0.675972642,0.324027358,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,Access Bank,Low,3,28 - 32,60.23 - 61.13,Norm,0,Validation,1,1,0,1,1,1,0.21318825,0.49332241,0.51600291,0.44532662,0.56124826,0.22057578,0.56311387,0.24141309,0.581685035,0.515497781,0.4491541,0.566756342,0.219463924,0.541422094,,,0.617635511,,,0.365561062,,0.203884208,0.482079303,0.513112949,0.466037565,0.552233775,0.218297172,0.545029047,0.16564588,0.47802641,0.54663242,0.39782447,0.54984853,0.16376359,0.56982161,0.266041672,0.542247844,0.511408355,0.495769456,0.652414377,0.294253259,0.662460691,0.584870499,0.415129501,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,Low - 28,60.17 - 60.23,Norm,0,Validation,1,1,0,1,1,1,0.24337226,0.53621006,0.54516758,0.57170101,0.6605131,0.25351283,0.67078136,0.198073532,0.504443299,0.578186042,0.559985315,0.763552521,0.287538088,0.716494555,,,0.719678349,,,0.511175045,,0.421223705,0.640895915,0.646498929,0.688594218,0.69086624,0.459069381,0.708946425,0.25891187,0.68654988,0.64697207,0.79915276,0.73729433,0.26173679,0.7443805,0.225967012,0.512387302,0.504499219,0.562813868,0.646338514,0.230784871,0.6500889,0.807207186,0.192792814,Bad
Training Set for Newloandemo_4344,Good,15,Yes,Savings,GT Bank,Low,3,32 - 36,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,0,0.1444857,0.37699157,0.45546759,0.36009763,0.46756795,0.14907723,0.47176809,0.178789228,0.362119644,0.457239772,0.204830801,0.497666201,0.140995564,0.551233018,,,0.462219755,,,0.256384613,,0.160801764,0.454704721,0.493059555,0.459022493,0.841966327,0.164326008,0.919668162,0.20807298,0.33159584,0.30272746,0.2776935,0.57416184,0.18199599,0.64881743,0.20028609,0.472254668,0.504499219,0.480108336,0.53385509,0.198582382,0.55619769,0.809161281,0.190838719,Bad
Training Set for Newloandemo_4344,Good,30,No,Other,Zenith Bank,Low,3,Low - 28,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.13765864,0.363954,0.39876277,0.35486102,0.4296116,0.14589601,0.42756472,0.230122024,0.564974257,0.449512032,0.540602001,0.441939274,0.124139191,0.168630795,,,0.238240616,,,0.053469774,,0.175279127,0.469620399,0.407745783,0.420918315,0.343751625,0.180406011,0.552667748,0.12559573,0.30162849,0.35351094,0.22595573,0.31598139,0.1425133,0.32541494,0.180219507,0.453876413,0.428907423,0.416290029,0.506607017,0.196236633,0.523203237,0.218728363,0.781271637,Good
Training Set for Newloandemo_4344,Good,30,No,Other,GT Bank,High,9,28 - 32,60.17 - 60.23,Norm,0,Training,1,1,1,1,1,1,0.30226352,0.60772323,0.48750856,0.64100765,0.63488015,0.31618297,0.62716372,0.207200458,0.467195854,0.39987183,0.339894028,0.39799178,0.207094216,0.310737412,,,0.198036693,,,0.022297858,,0.066087203,0.2084391,0.104121122,0.122289669,6.82645E-05,0.082875302,0.007199633,0.10098346,0.24194298,0.2375694,0.19381294,0.13926996,0.04882458,0.12316566,0.154893539,0.384621876,0.403759198,0.410679052,0.306606116,0.153025516,0.272197606,0.05048242,0.94951758,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,1,0.42555748,0.72652275,0.66188009,0.75320473,0.77415309,0.44247195,0.76942376,0.35755083,0.533019822,0.571907985,0.612706062,0.645693533,0.284376105,0.664374377,,,0.425505826,,,0.199081584,,0.245842727,0.538555216,0.521685501,0.566367089,0.591048988,0.262273628,0.596128253,0.16549389,0.67173921,0.71876437,0.70261635,0.7373602,0.16567158,0.74454754,0.256947479,0.545780867,0.523707321,0.55729658,0.654656941,0.271951986,0.666502958,0.441559738,0.558440262,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,FCMB,Low,1,36 - High,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.20799001,0.48495265,0.5995962,0.48603709,0.49166118,0.20959318,0.48333612,0.217035791,0.616712849,0.650410801,0.547645419,0.510103548,0.260047488,0.723055493,,,0.677981656,,,0.145302896,,0.198432624,0.194351382,0.55769271,0.524944736,0.419170899,0.2223521,0.431081921,0.16593759,0.47668714,0.62255508,0.47505123,0.36976131,0.165427,0.32074324,0.255613401,0.557483974,0.508422959,0.516006273,0.408040167,0.273607457,0.385330249,0.313267076,0.686732924,Good
Training Set for Newloandemo_4344,Good,15,No,Other,First Bank,Low,3,32 - 36,61.13 - High,Norm,0,Training,1,1,0,1,1,1,0.08687849,0.25397743,0.29914408,0.23935333,0.29021235,0.09026046,0.2841021,0.155410646,0.278609417,0.302703609,0.182352587,0.438941368,0.105107614,0.24725862,,,0.440710153,,,0.052615506,,0.036048942,0.132647802,0.264346256,0.055822303,0.009426366,0.012026766,0.044275148,0.07578866,0.24196846,0.21790461,0.16590561,0.17896256,0.0974607,0.19009576,0.155198101,0.402511089,0.415523497,0.379246864,0.197551751,0.159622397,0.2025866,0.126817624,0.873182376,Good
Training Set for Newloandemo_4344,Good,30,No,Other,Skye Bank,Med,2,32 - 36,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.08156,0.24020878,0.20297515,0.15460096,0.21867144,0.09289248,0.19774794,0.134245463,0.383912756,0.326594062,0.401042264,0.426075191,0.194921724,0.50298999,,,0.286226164,,,0.117220914,,0.169792728,0.281770525,0.494593871,0.435558368,0.525368574,0.177771834,0.484563074,0.16553778,0.24222088,0.23758793,0.19399104,0.17303225,0.16537735,0.12306811,0.131690007,0.286945467,0.246736758,0.287253464,0.111809591,0.121961346,0.10182394,0.483324858,0.516675142,Good
Training Set for Newloandemo_4344,Good,30,No,Other,Access Bank,High,9,Low - 28,60.17 - 60.23,Norm,0,Validation,1,1,0,1,1,1,0.4686622,0.75924907,0.66367697,0.78419214,0.77777753,0.49378591,0.77918846,0.333923516,0.525613934,0.577350458,0.559872392,0.758828353,0.291899804,0.531854841,,,0.36491836,,,0.076364928,,0.120444736,0.405860985,0.230181355,0.384931512,0.153054752,0.155173468,0.49393766,0.02297011,0.25561474,0.34135593,0.28717382,0.23529161,0.00829145,0.2139361,0.177572246,0.393829418,0.450126439,0.493545301,0.248196192,0.156755786,0.220437173,0.376163032,0.623836968,Good
Training Set for Newloandemo_4344,Bad,30,No,Other,GT Bank,Low,1,28 - 32,Low - 60.17,Norm,1,Training,1,3.586726998,1,6,1,1,0.10128176,0.28760468,0.30455436,0.27586002,0.33585679,0.103516,0.32911543,0.136014274,0.384239644,0.34047231,0.367587384,0.44923713,0.138455219,0.469388403,,,0.639662815,,,0.449708562,,0.175063843,0.618933993,0.62933564,0.435558368,0.801558009,0.182192901,0.561507071,0.18701308,0.32874169,0.2614927,0.41359849,0.34237196,0.17989636,0.34054006,0.14352642,0.380157589,0.41881441,0.371781856,0.410347157,0.142906088,0.417540469,0.800527778,0.199472222,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,Stanbic IBTC,Low,1,28 - 32,Low - 60.17,Norm,0,Training,1,1,1,1,0,0,0.09563507,0.27472905,0.2712082,0.26225682,0.28274759,0.10834858,0.27396445,0.147062829,0.374396044,0.325477344,0.387893324,0.284496911,0.159999487,0.260748519,,,0.483443849,,,0.395543649,,0.198432624,0.533836448,0.513112949,0.524944736,0.47174713,0.2223521,0.385050898,0.18160872,0.35516857,0.32510719,0.42945297,0.1909719,0.284913,0.16165846,0.185943182,0.440540633,0.473200848,0.457146001,0.312482208,0.199903564,0.246628382,0.441349939,0.558650062,Good
Training Set for Newloandemo_4344,Good,15,No,Other,GT Bank,Low,3,32 - 36,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.07216962,0.21795206,0.24549159,0.20466,0.26060549,0.07400358,0.25320843,0.134078599,0.318277201,0.295908094,0.224440173,0.280026947,0.107150576,0.322480693,,,0.506605693,,,0.191579466,,0.134041525,0.37343055,0.467627749,0.354329185,0.193618797,0.135468727,0.229909506,0.16551278,0.24221984,0.24334004,0.1875505,0.1393045,0.16556177,0.12304032,0.145672961,0.375497598,0.411716231,0.367553474,0.24148768,0.142463678,0.212868118,0.31443699,0.685563011,Good
Training Set for Newloandemo_4344,Good,15,No,Other,Diamond Bank,Med,6,32 - 36,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.04798786,0.15223828,0.13111892,0.14002272,0.19737764,0.05257046,0.18631053,0.154762965,0.195447072,0.223563726,0.183775796,0.305720019,0.097843216,0.270325109,,,0.267509836,,,0.129962132,,0.074801958,0.224374341,0.144319155,0.230289553,0.292018027,0.143842077,0.004275099,0.13454864,0.16649571,0.15497179,0.15800349,0.11728221,0.18176837,0.08695772,0.157654128,0.406851497,0.415523497,0.388514583,0.449832356,0.164067068,0.47841518,0.155428904,0.844571097,Good
Training Set for Newloandemo_4344,Bad,30,No,Other,First Bank,Low,2,Low - 28,60.17 - 60.23,Norm,1,Validation,1,3.586726998,1,2,1,0,0.21401085,0.49395021,0.48180031,0.50271402,0.56878235,0.22497122,0.58194906,0.216519842,0.536599746,0.50066893,0.561560614,0.555427,0.266729264,0.554318923,,,0.670718662,,,0.356803678,,0.181094668,0.131232538,0.487696846,0.449802759,0.632575568,0.207683679,0.756960359,0.28808853,0.65726069,0.50656429,0.54205256,0.63855587,0.26981047,0.65328961,0.193075082,0.463471982,0.45271242,0.487258082,0.582737708,0.221952159,0.615798207,0.646157223,0.353842777,Bad
Training Set for Newloandemo_4344,Good,30,No,Savings,EcoBank,Low,3,32 - 36,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,1,0.23796564,0.52868768,0.47148383,0.52968646,0.55910445,0.25479099,0.56440673,0.227307675,0.581381715,0.474380731,0.711768795,0.541020543,0.250085719,0.429562402,,,0.406119935,,,0.113854443,,0.21672975,0.50290442,0.480330222,0.511553067,0.330709328,0.222330091,0.34232144,0.12448888,0.42441336,0.422481,0.44910155,0.51779694,0.07816506,0.50502222,0.191481652,0.478312903,0.489319129,0.525186527,0.321044202,0.214364736,0.292649805,0.23137391,0.76862609,Good
Training Set for Newloandemo_4344,Good,15,Yes,Savings,Access Bank,High,9,36 - High,61.13 - High,Norm,0,Validation,1,1,0,1,1,1,0.41156725,0.71390094,0.7401037,0.73800914,0.73154238,0.43397401,0.72306797,0.28959937,0.524136566,0.623806554,0.563843517,0.549923871,0.332474248,0.615813968,,,0.613743645,,,0.23835644,,0.041959759,0.498044644,0.843621318,0.490428992,0.626816058,0.047563398,0.461642593,0.08751788,0.32618452,0.55312386,0.19248604,0.24182361,0.09838304,0.16693063,0.176303226,0.447830644,0.457445258,0.430551344,0.403537459,0.187397899,0.388803482,0.2526615,0.7473385,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,Zenith Bank,Low,3,Low - 28,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.22741071,0.51406963,0.55741413,0.52857032,0.61096878,0.24080789,0.61305843,0.230305496,0.57684502,0.568264445,0.57702379,0.516993743,0.284623062,0.226489067,,,0.457568878,,,0.243838642,,0.22926948,0.539267303,0.540304841,0.536925977,0.655779678,0.253736084,0.683389989,0.23513678,0.69498246,0.70785104,0.6427968,0.65418252,0.26716264,0.65704912,0.236262823,0.539087962,0.508422959,0.52115744,0.645154564,0.257695237,0.666169014,0.442211632,0.557788368,Good
Training Set for Newloandemo_4344,Bad,15,No,Savings,GT Bank,Low,3,Low - 28,Low - 60.17,Norm,1,Training,1,3.586726998,1,2,1,0,0.19874271,0.47131962,0.49977791,0.48614767,0.58435405,0.20862984,0.58786925,0.165095556,0.488797973,0.560544432,0.449255013,0.690439506,0.248956589,0.573189023,,,0.611279228,,,0.351378168,,0.260017198,0.598638067,0.589973158,0.514505266,0.637424761,0.323130963,0.656483767,0.18412224,0.44598311,0.56911495,0.42108974,0.60981194,0.16598482,0.59072866,0.217277893,0.502727934,0.504499219,0.491387503,0.581380728,0.22405774,0.570915084,0.735443219,0.264556781,Bad
Training Set for Newloandemo_4344,Bad,15,No,Savings,First Bank,Low,3,32 - 36,Low - 60.17,Norm,1,Training,1,3.586726998,1,3,1,1,0.15695109,0.40072698,0.42997122,0.38643049,0.45810601,0.16470799,0.45703652,0.193207886,0.384403377,0.480832586,0.367115706,0.572466423,0.214946665,0.541557234,,,0.614654019,,,0.339479172,,0.19967802,0.470992181,0.671239166,0.466037565,0.565539177,0.214299305,0.568171741,0.16375547,0.44891323,0.41387881,0.37034443,0.73725076,0.16586342,0.74440329,0.205410102,0.48667286,0.494707157,0.482496214,0.573523652,0.212647716,0.593292654,0.726270702,0.273729298,Bad
Training Set for Newloandemo_4344,Bad,15,Yes,Savings,GT Bank,High,9,36 - High,60.17 - 60.23,Norm,1,Validation,1,3.586726998,1,3,1,1,0.41001818,0.71290138,0.68969743,0.75489344,0.7530734,0.42998278,0.75147055,0.280950248,0.603500993,0.599998867,0.554922876,0.650457554,0.213152174,0.660398343,,,0.652982479,,,0.460093501,,0.460983055,0.68363966,0.798218965,0.553713764,0.932510639,0.575775397,0.896773646,0.7086497,0.78087206,0.69223218,0.59757275,0.73738029,0.60021682,0.74441232,0.261255948,0.552987922,0.523707321,0.561511206,0.680549676,0.279598944,0.678571783,0.882365746,0.117634254,Bad
Training Set for Newloandemo_4344,Bad,15,No,Savings,Stanbic IBTC,Low,3,28 - 32,Low - 60.17,Norm,1,Training,1,3.586726998,1,3,1,0,0.09415736,0.27155745,0.27365488,0.25903856,0.28621555,0.1066815,0.2771501,0.1627518,0.35720358,0.325074555,0.369618352,0.263395912,0.156118559,0.200011964,,,0.497041894,,,0.232026557,,0.198432624,0.469683096,0.513112949,0.466037565,0.520333155,0.218297172,0.440402786,0.16388749,0.32987798,0.35592473,0.33494301,0.19526975,0.16587115,0.15580677,0.185943182,0.440540633,0.473200848,0.457146001,0.298274161,0.199903564,0.2337916,0.239904104,0.760095896,Good
Training Set for Newloandemo_4344,Bad,15,No,Savings,Skye Bank,Low,3,Low - 28,Low - 60.17,Norm,1,Validation,1,3.586726998,1,4,1,1,0.24699658,0.5406069,0.46213649,0.42339652,0.53835277,0.26987198,0.52622857,0.145936574,0.666090549,0.521081665,0.501737884,0.68301213,0.331458583,0.397572202,,,0.537145941,,,0.319680091,,0.125856323,0.33607446,0.589973158,0.514505266,0.637424761,0.155776081,0.679559036,0.18649348,0.58125064,0.59535291,0.45369311,0.62264732,0.15474215,0.5823546,0.227149844,0.531110227,0.508422959,0.503881756,0.664136443,0.24788805,0.643329504,0.719074482,0.280925518,Bad
Training Set for Newloandemo_4344,Good,30,No,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm,0,Training,1,1,1,1,1,1,0.19720842,0.46909449,0.5225729,0.47463789,0.58390737,0.20058305,0.585482,0.210460261,0.592062913,0.528603143,0.481170059,0.493684618,0.207330158,0.532198331,,,0.537155719,,,0.214826996,,0.223066484,0.490479841,0.500117204,0.511553067,0.561289999,0.231213276,0.567446762,0.16422785,0.26695142,0.47762934,0.29099252,0.73717436,0.16576826,0.74435516,0.205750116,0.480253829,0.504499219,0.497386103,0.572212963,0.207527415,0.587948315,0.52203534,0.47796466,Bad
Training Set for Newloandemo_4344,Good,30,No,Savings,GT Bank,Low,3,28 - 32,61.13 - High,Norm,0,Training,1,1,0,1,1,1,0.16141093,0.40877759,0.47497737,0.43748215,0.51961137,0.16449271,0.51394782,0.177870214,0.40414242,0.460180184,0.553102736,0.383089471,0.162911994,0.485480653,,,0.485080002,,,0.129465689,,0.219472731,0.490479841,0.48666739,0.517412958,0.404685594,0.20114849,0.454270418,0.16431156,0.23870318,0.29610416,0.22604326,0.55808708,0.16606219,0.54694717,0.205750116,0.480253829,0.504499219,0.494816472,0.492905498,0.207527415,0.475679193,0.38462563,0.61537437,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,Access Bank,Low,3,36 - High,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,1,0.25385463,0.5502269,0.61023964,0.5337453,0.63243895,0.26014794,0.63531367,0.266117114,0.696118736,0.606450867,0.576387412,0.779777688,0.293889897,0.656029969,,,0.632906136,,,0.369487695,,0.223066484,0.50290442,0.500117204,0.511553067,0.591690894,0.231213276,0.58210554,0.27569246,0.71507535,0.75786001,0.7261747,0.73733244,0.30041505,0.74458296,0.258857609,0.553323188,0.600806845,0.5647985,0.746811386,0.276424142,0.760549824,0.690866644,0.309133356,Bad
Training Set for Newloandemo_4344,Bad,15,Yes,Savings,GT Bank,Low,3,28 - 32,61.13 - High,Norm,1,Training,1,3.586726998,1,4,1,1,0.13901253,0.36626332,0.48088004,0.37435778,0.45862594,0.14347707,0.45528354,0.141287509,0.411973121,0.453019334,0.30529382,0.485710913,0.158497423,0.526068274,,,0.364766642,,,0.170886148,,0.180155636,0.454704721,0.611701858,0.459022493,0.601179054,0.173528394,0.606652369,0.16421034,0.24230412,0.21880544,0.22609904,0.13926952,0.15417475,0.13198689,0.20028609,0.472254668,0.504499219,0.477543157,0.425965167,0.199383751,0.384013199,0.537786707,0.462213293,Bad
Training Set for Newloandemo_4344,Good,15,Yes,Savings,Diamond Bank,Low,3,32 - 36,Low - 60.17,Norm,0,Validation,1,1,1,1,1,1,0.09679103,0.27720843,0.2970154,0.2707235,0.34981683,0.10011964,0.35044883,0.134951896,0.223778539,0.333195928,0.314823639,0.354512519,0.106358112,0.449786267,,,0.435804184,,,0.182122397,,0.162256976,0.491987113,0.25420567,0.406041634,0.0012242,0.186834753,0.001589715,0.38884102,0.29339773,0.25409638,0.40290903,0.38012584,0.26638525,0.37956886,0.212494024,0.500648644,0.508422959,0.492593557,0.666599454,0.220760164,0.697378283,0.47528023,0.52471977,Good
Training Set for Newloandemo_4344,Good,30,Yes,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,1,0.19965625,0.47222141,0.57800006,0.47398984,0.5792116,0.2043784,0.58464412,0.237020734,0.565707117,0.562678702,0.382959625,0.500667558,0.22538376,0.667800626,,,0.599068121,,,0.255594883,,0.203866253,0.490091796,0.843363496,0.523961285,0.579723087,0.244906584,0.5879956,0.16647283,0.33044498,0.61275644,0.39949768,0.7288188,0.16383612,0.74434872,0.205750116,0.480253829,0.504499219,0.497386103,0.572212963,0.207527415,0.587948315,0.607233049,0.392766951,Bad
Training Set for Newloandemo_4344,Bad,30,No,Savings,Zenith Bank,High,9,Low - 28,60.23 - 61.13,Norm,1,Training,1,3.586726998,1,2,1,1,0.50721887,0.78673241,0.70903315,0.80292109,0.82373377,0.53637463,0.82345367,0.246193015,0.574194398,0.572220048,0.577278418,0.674350563,0.398608049,0.90512339,,,0.657471291,,,0.451872429,,0.772272352,0.694458249,0.620390651,0.667361224,0.798504657,0.618721202,0.799244467,0.85416651,0.67279212,0.65994739,0.67623313,0.71333874,0.86070017,0.6966957,0.338972539,0.642470887,0.564727623,0.626642712,0.735303317,0.360622433,0.728852936,0.878039304,0.121960696,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,36 - High,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,1,0.16868546,0.42175069,0.47247643,0.41068939,0.52841183,0.1725458,0.52837441,0.171734476,0.490710872,0.486805769,0.396918672,0.498152531,0.187061284,0.547630879,,,0.643963271,,,0.353820924,,0.203884208,0.469683096,0.55769271,0.466037565,0.550245861,0.218297172,0.554216527,0.16582506,0.36823198,0.48144963,0.38939074,0.6548847,0.16425525,0.64274389,0.20028609,0.472254668,0.504499219,0.480108336,0.566457263,0.199383751,0.579560629,0.621670627,0.378329374,Bad
Training Set for Newloandemo_4344,Good,15,Yes,Savings,GT Bank,High,9,36 - High,60.23 - 61.13,Norm,0,Validation,1,1,0,1,1,1,0.38325652,0.68950185,0.66715397,0.70132141,0.72860392,0.403075,0.72510147,0.268375243,0.535947376,0.565800899,0.562151508,0.581470536,0.203626201,0.561547574,,,0.675303145,,,0.493437842,,0.448820418,0.498044644,0.79323534,0.500699945,0.834144825,0.626114741,0.785025348,0.1652911,0.72957433,0.72692717,0.54662148,0.73725382,0.28555321,0.74442104,0.256947479,0.545780867,0.523707321,0.550577918,0.666972728,0.271951986,0.675156068,0.789112109,0.210887891,Bad
Training Set for Newloandemo_4344,Good,30,No,Savings,Zenith Bank,Low,3,28 - 32,61.13 - High,Norm,0,Validation,1,1,0,1,1,1,0.15872778,0.40379169,0.48271423,0.41553302,0.4910345,0.16448062,0.48228968,0.230277288,0.576893774,0.471434417,0.5402032,0.521824181,0.174289729,0.625820893,,,0.589628144,,,0.153796777,,0.219472731,0.50290442,0.55600656,0.517412958,0.404685594,0.20114849,0.454270418,0.15861242,0.5253343,0.56684273,0.5090384,0.57550086,0.16321979,0.55687827,0.218200225,0.508665192,0.508422959,0.509879976,0.534932127,0.230416963,0.535290083,0.3923904,0.6076096,Good
